GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0071827	plasma lipoprotein particle organization	0.0000026360896607997543	0.0000026360896607997543	+1	ENSG00000130203,ENSG00000064687,ENSG00000165029,ENSG00000130208,ENSG00000073060,ENSG00000101670
GO:0030301	cholesterol transport	0.0000056413843538400926	0.0000056413843538400926	+1	ENSG00000120885,ENSG00000130203,ENSG00000064687,ENSG00000165029,ENSG00000130208,ENSG00000073060,ENSG00000101670
GO:0015918	sterol transport	0.000007618939476101794	0.000007618939476101794	+1	ENSG00000120885,ENSG00000130203,ENSG00000064687,ENSG00000165029,ENSG00000130208,ENSG00000073060,ENSG00000101670
GO:1904037	positive regulation of epithelial cell apoptotic process	0.000014173883889867761	0.000014173883889867761	+1	ENSG00000228856,ENSG00000232264,ENSG00000235780,ENSG00000230430,ENSG00000231637,ENSG00000231051,ENSG00000229579
GO:0033700	phospholipid efflux	0.000019481485454764267	0.000019481485454764267	+1	ENSG00000130203,ENSG00000064687,ENSG00000165029,ENSG00000130208
GO:0097006	regulation of plasma lipoprotein particle levels	0.00003100421378677346	0.00003100421378677346	+1	ENSG00000130203,ENSG00000064687,ENSG00000165029,ENSG00000130208,ENSG00000073060,ENSG00000101670
GO:1905908	positive regulation of amyloid fibril formation	0.00004192283267018472	0.00004192283267018472	+1	ENSG00000120885,ENSG00000130203,ENSG00000142192
GO:1902905	positive regulation of supramolecular fiber organization	0.00007303334068382885	0.00007303334068382885	+1	ENSG00000136717,ENSG00000120885,ENSG00000130203,ENSG00000146904,ENSG00000073712,ENSG00000142192
GO:0034377	plasma lipoprotein particle assembly	0.00010187003181980043	0.00010187003181980043	+1	ENSG00000130203,ENSG00000064687,ENSG00000165029,ENSG00000130208,ENSG00000084674
GO:0034375	high-density lipoprotein particle remodeling	0.00012161782676409682	0.00012161782676409682	+1	ENSG00000130203,ENSG00000130208,ENSG00000073060,ENSG00000101670
GO:0033344	cholesterol efflux	0.00025114895947933537	0.00025114895947933537	+1	ENSG00000130203,ENSG00000064687,ENSG00000165029,ENSG00000130208,ENSG00000073060
GO:0002263	cell activation involved in immune response	0.00025390145616362213	0.00025390145616362213	+1	ENSG00000203710,ENSG00000197943,ENSG00000142192,ENSG00000033327,ENSG00000120899,ENSG00000030582,ENSG00000160712,ENSG00000135077,ENSG00000066336
GO:1904035	regulation of epithelial cell apoptotic process	0.00029285951856204164	0.00029285951856204164	+1	ENSG00000148737,ENSG00000228856,ENSG00000232264,ENSG00000235780,ENSG00000230430,ENSG00000231637,ENSG00000231051,ENSG00000229579
GO:0051345	positive regulation of hydrolase activity	0.0002960945399955172	0.0002960945399955172	+1	ENSG00000203710,ENSG00000138613,ENSG00000148429,ENSG00000073921,ENSG00000146904,ENSG00000073712
GO:0097242	amyloid-beta clearance	0.0003037505411684926	0.0003037505411684926	+1	ENSG00000120885,ENSG00000130203,ENSG00000073921,ENSG00000064687
GO:0043254	regulation of protein-containing complex assembly	0.0005224542348860956	0.0005224542348860956	+1	ENSG00000137642,ENSG00000136717,ENSG00000120885,ENSG00000130203,ENSG00000197943,ENSG00000073712,ENSG00000165029,ENSG00000149968
GO:0034369	plasma lipoprotein particle remodeling	0.000635678393169112	0.000635678393169112	+1	ENSG00000130203,ENSG00000130208,ENSG00000073060,ENSG00000101670,ENSG00000084674
GO:0034368	protein-lipid complex remodeling	0.000635678393169112	0.000635678393169112	+1	ENSG00000130203,ENSG00000130208,ENSG00000073060,ENSG00000101670,ENSG00000084674
GO:0034367	protein-containing complex remodeling	0.0008813640020133146	0.0008813640020133146	+1	ENSG00000130203,ENSG00000130208,ENSG00000073060,ENSG00000101670,ENSG00000084674
GO:0015748	organophosphate ester transport	0.0009417074174073928	0.0009417074174073928	+1	ENSG00000203710,ENSG00000130203,ENSG00000064687,ENSG00000165029,ENSG00000130208,ENSG00000073060
GO:0034380	high-density lipoprotein particle assembly	0.0009497676710316941	0.0009497676710316941	+1	ENSG00000130203,ENSG00000064687,ENSG00000165029
GO:1904019	epithelial cell apoptotic process	0.0011246333469262268	0.0011246333469262268	+1	ENSG00000148737,ENSG00000228856,ENSG00000232264,ENSG00000235780,ENSG00000230430,ENSG00000231637,ENSG00000231051,ENSG00000229579
GO:0006869	lipid transport	0.0013312159334436745	0.0013312159334436745	+1	ENSG00000120885,ENSG00000130203,ENSG00000159640,ENSG00000064687,ENSG00000165029,ENSG00000130208,ENSG00000073060,ENSG00000101670,ENSG00000084674,ENSG00000186314,ENSG00000125255
GO:0030100	regulation of endocytosis	0.0013685882911715589	0.0013685882911715589	+1	ENSG00000120885,ENSG00000130203,ENSG00000197943,ENSG00000073921,ENSG00000064687,ENSG00000130208,ENSG00000073060
GO:0034381	plasma lipoprotein particle clearance	0.0013844845407273419	0.0013844845407273419	+1	ENSG00000130203,ENSG00000130208,ENSG00000073060,ENSG00000101670,ENSG00000084674
GO:0150076	neuroinflammatory response	0.0013846015061870897	0.0013846015061870897	+1	ENSG00000120885,ENSG00000197943,ENSG00000142192,ENSG00000149968,ENSG00000030582
GO:0031334	positive regulation of protein-containing complex assembly	0.0013875265138067342	0.0013875265138067342	+1	ENSG00000136717,ENSG00000120885,ENSG00000197943,ENSG00000073712,ENSG00000165029,ENSG00000149968,ENSG00000120899
GO:0071830	triglyceride-rich lipoprotein particle clearance	0.0014947109520575361	0.0014947109520575361	+1	ENSG00000130203,ENSG00000130208,ENSG00000166035,ENSG00000234906
GO:0034382	chylomicron remnant clearance	0.0014947109520575361	0.0014947109520575361	+1	ENSG00000130203,ENSG00000130208,ENSG00000166035,ENSG00000234906
GO:1905952	regulation of lipid localization	0.0015042971289316008	0.0015042971289316008	+1	ENSG00000130203,ENSG00000064687,ENSG00000165029,ENSG00000130208,ENSG00000073060,ENSG00000101670
GO:0052548	regulation of endopeptidase activity	0.0015907600443536426	0.0015907600443536426	+1	ENSG00000136717,ENSG00000203710,ENSG00000138613,ENSG00000073921
GO:0015850	organic hydroxy compound transport	0.0021488717673971117	0.0021488717673971117	+1	ENSG00000120885,ENSG00000130203,ENSG00000064687,ENSG00000165029,ENSG00000130208,ENSG00000073060,ENSG00000101670
GO:0002434	immune complex clearance	0.0022041509584601127	0.0022041509584601127	+1	ENSG00000203710,ENSG00000120885
GO:0015914	phospholipid transport	0.0022149491964811143	0.0022149491964811143	+1	ENSG00000130203,ENSG00000064687,ENSG00000165029,ENSG00000130208,ENSG00000073060
GO:1905906	regulation of amyloid fibril formation	0.0023250248115290998	0.0023250248115290998	+1	ENSG00000120885,ENSG00000130203,ENSG00000142192
GO:0042572	retinol metabolic process	0.002527218630868215	0.002527218630868215	+1	ENSG00000186684,ENSG00000248144,ENSG00000172955,ENSG00000196344,ENSG00000196616,ENSG00000198099,ENSG00000187758
GO:0045862	positive regulation of proteolysis	0.0025686277488312275	0.0025686277488312275	+1	ENSG00000203710,ENSG00000120885,ENSG00000130203,ENSG00000138613,ENSG00000073921
GO:1900221	regulation of amyloid-beta clearance	0.0026721662482149778	0.0026721662482149778	+1	ENSG00000120885,ENSG00000130203,ENSG00000064687
GO:0002366	leukocyte activation involved in immune response	0.002739215353456549	0.002739215353456549	+1	ENSG00000203710,ENSG00000197943,ENSG00000033327,ENSG00000120899,ENSG00000030582,ENSG00000160712,ENSG00000135077,ENSG00000066336
GO:0006641	triglyceride metabolic process	0.002881218112981673	0.002881218112981673	+1	ENSG00000137642,ENSG00000130203,ENSG00000130208,ENSG00000073060,ENSG00000101670
GO:0034384	high-density lipoprotein particle clearance	0.0034456638081528626	0.0034456638081528626	+1	ENSG00000130203,ENSG00000073060,ENSG00000101670
GO:0010876	lipid localization	0.003553881158544168	0.003553881158544168	+1	ENSG00000120885,ENSG00000130203,ENSG00000159640,ENSG00000064687,ENSG00000165029,ENSG00000130208,ENSG00000073060,ENSG00000101670,ENSG00000084674,ENSG00000186314,ENSG00000125255,ENSG00000079156,ENSG00000163874,ENSG00000138760
GO:1905245	regulation of aspartic-type peptidase activity	0.00499390722657427	0.00499390722657427	+1	ENSG00000136717,ENSG00000073921,ENSG00000030582
GO:0052547	regulation of peptidase activity	0.00511735505587918	0.00511735505587918	+1	ENSG00000136717,ENSG00000203710,ENSG00000138613,ENSG00000073921
GO:0051051	negative regulation of transport	0.005263932677922611	0.005263932677922611	+1	ENSG00000136717,ENSG00000130203,ENSG00000105383,ENSG00000073921,ENSG00000064687,ENSG00000130208,ENSG00000120899,ENSG00000066336,ENSG00000100599
GO:1902903	regulation of supramolecular fiber organization	0.006060117179545023	0.006060117179545023	+1	ENSG00000136717,ENSG00000120885,ENSG00000130203,ENSG00000146904,ENSG00000073712,ENSG00000142192
GO:0042573	retinoic acid metabolic process	0.007561327828524791	0.007561327828524791	+1	ENSG00000128918,ENSG00000186684,ENSG00000248144,ENSG00000172955,ENSG00000196344,ENSG00000196616,ENSG00000187758
GO:0017038	protein import	0.008633862060573214	0.008633862060573214	+1	ENSG00000120885,ENSG00000130203
GO:0016579	protein deubiquitination	0.008980681843342083	0.008980681843342083	+1	ENSG00000145901,ENSG00000163874,ENSG00000118369,ENSG00000170236,ENSG00000228856,ENSG00000232264,ENSG00000235780,ENSG00000230430,ENSG00000231637,ENSG00000231051,ENSG00000229579
GO:0018108	peptidyl-tyrosine phosphorylation	0.009166409201062433	0.009166409201062433	+1	ENSG00000087589,ENSG00000197943,ENSG00000146904,ENSG00000142192,ENSG00000120899,ENSG00000160712,ENSG00000187116,ENSG00000157368
GO:0018212	peptidyl-tyrosine modification	0.009487109798570726	0.009487109798570726	+1	ENSG00000087589,ENSG00000197943,ENSG00000146904,ENSG00000142192,ENSG00000120899,ENSG00000160712,ENSG00000187116,ENSG00000157368
GO:0006638	neutral lipid metabolic process	0.013130193481299722	0.013130193481299722	+1	ENSG00000137642,ENSG00000130203,ENSG00000130208,ENSG00000073060,ENSG00000101670
GO:0006639	acylglycerol metabolic process	0.013130193481299722	0.013130193481299722	+1	ENSG00000137642,ENSG00000130203,ENSG00000130208,ENSG00000073060,ENSG00000101670
GO:1900078	positive regulation of cellular response to insulin stimulus	0.01335862299489459	0.01335862299489459	+1	ENSG00000137642,ENSG00000134463
GO:0032640	tumor necrosis factor production	0.013418530704658461	0.013418530704658461	+1	ENSG00000120885,ENSG00000105383,ENSG00000197943,ENSG00000142192,ENSG00000135077,ENSG00000187116
GO:0032680	regulation of tumor necrosis factor production	0.013418530704658461	0.013418530704658461	+1	ENSG00000120885,ENSG00000105383,ENSG00000197943,ENSG00000142192,ENSG00000135077,ENSG00000187116
GO:0070372	regulation of ERK1 and ERK2 cascade	0.014031882726531983	0.014031882726531983	+1	ENSG00000130203,ENSG00000073712,ENSG00000142192,ENSG00000064687,ENSG00000198369,ENSG00000120899,ENSG00000167711,ENSG00000196126,ENSG00000145901,ENSG00000161929
GO:0010950	positive regulation of endopeptidase activity	0.014755305677007079	0.014755305677007079	+1	ENSG00000203710,ENSG00000138613,ENSG00000073921
GO:0032374	regulation of cholesterol transport	0.01566260888848378	0.01566260888848378	+1	ENSG00000130203,ENSG00000064687,ENSG00000130208,ENSG00000101670
GO:0032371	regulation of sterol transport	0.01566260888848378	0.01566260888848378	+1	ENSG00000130203,ENSG00000064687,ENSG00000130208,ENSG00000101670
GO:0071706	tumor necrosis factor superfamily cytokine production	0.016727065117895443	0.016727065117895443	+1	ENSG00000120885,ENSG00000105383,ENSG00000197943,ENSG00000142192,ENSG00000135077,ENSG00000187116
GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	0.016727065117895443	0.016727065117895443	+1	ENSG00000120885,ENSG00000105383,ENSG00000197943,ENSG00000142192,ENSG00000135077,ENSG00000187116
GO:0007041	lysosomal transport	0.017038095247994173	0.017038095247994173	+1	ENSG00000137642,ENSG00000136717,ENSG00000120885
GO:0090083	regulation of inclusion body assembly	0.02002802315765606	0.02002802315765606	+1	ENSG00000137642,ENSG00000120885
GO:1905907	negative regulation of amyloid fibril formation	0.020334470921667833	0.020334470921667833	+1	ENSG00000120885,ENSG00000130203
GO:0032760	positive regulation of tumor necrosis factor production	0.02037074215503436	0.02037074215503436	+1	ENSG00000120885,ENSG00000197943,ENSG00000142192,ENSG00000135077,ENSG00000187116
GO:0007009	plasma membrane organization	0.02244133130816214	0.02244133130816214	+1	ENSG00000136717,ENSG00000203710,ENSG00000120885
GO:0042632	cholesterol homeostasis	0.022711292013030147	0.022711292013030147	+1	ENSG00000130203,ENSG00000165029,ENSG00000073060,ENSG00000101670,ENSG00000084674,ENSG00000166035,ENSG00000120915,ENSG00000234906,ENSG00000025434
GO:0050730	regulation of peptidyl-tyrosine phosphorylation	0.024118193159201055	0.024118193159201055	+1	ENSG00000087589,ENSG00000197943,ENSG00000142192,ENSG00000120899,ENSG00000160712,ENSG00000187116,ENSG00000157368
GO:0046503	glycerolipid catabolic process	0.02448713764871356	0.02448713764871356	+1	ENSG00000137642,ENSG00000130208,ENSG00000073060,ENSG00000101670
GO:0043547	positive regulation of GTPase activity	0.024658494868874635	0.024658494868874635	+1	ENSG00000148429,ENSG00000073921,ENSG00000146904,ENSG00000073712
GO:0070371	ERK1 and ERK2 cascade	0.024719083760373597	0.024719083760373597	+1	ENSG00000130203,ENSG00000073712,ENSG00000142192,ENSG00000064687,ENSG00000198369,ENSG00000120899,ENSG00000167711,ENSG00000196126,ENSG00000145901,ENSG00000161929
GO:0002697	regulation of immune effector process	0.025245638675247314	0.025245638675247314	+1	ENSG00000203710,ENSG00000197943,ENSG00000130202,ENSG00000033327,ENSG00000030582,ENSG00000135077,ENSG00000066336,ENSG00000196126,ENSG00000161929,ENSG00000197721,ENSG00000163874
GO:0055092	sterol homeostasis	0.025378126511076054	0.025378126511076054	+1	ENSG00000130203,ENSG00000165029,ENSG00000073060,ENSG00000101670,ENSG00000084674,ENSG00000166035,ENSG00000120915,ENSG00000234906,ENSG00000025434
GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	0.02587061158037754	0.02587061158037754	+1	ENSG00000120885,ENSG00000197943,ENSG00000142192,ENSG00000135077,ENSG00000187116
GO:0002503	peptide antigen assembly with MHC class II protein complex	0.02692771352243212	0.02692771352243212	+1	ENSG00000196735,ENSG00000237541,ENSG00000196126,ENSG00000198502
GO:0002399	MHC class II protein complex assembly	0.02692771352243212	0.02692771352243212	+1	ENSG00000196735,ENSG00000237541,ENSG00000196126,ENSG00000198502
GO:0033619	membrane protein proteolysis	0.03136066883185119	0.03136066883185119	+1	ENSG00000130203,ENSG00000138613,ENSG00000137845
GO:0007034	vacuolar transport	0.032501639859828825	0.032501639859828825	+1	ENSG00000137642,ENSG00000136717,ENSG00000120885
GO:0010952	positive regulation of peptidase activity	0.03276720394509574	0.03276720394509574	+1	ENSG00000203710,ENSG00000138613,ENSG00000073921
GO:0046486	glycerolipid metabolic process	0.03763948176061769	0.03763948176061769	+1	ENSG00000137642,ENSG00000130203,ENSG00000197943,ENSG00000168918,ENSG00000130208,ENSG00000073060,ENSG00000101670
GO:0010951	negative regulation of endopeptidase activity	0.03828268477661375	0.03828268477661375	+1	ENSG00000136717,ENSG00000203710
GO:0019216	regulation of lipid metabolic process	0.0383586284443264	0.0383586284443264	+1	ENSG00000137642,ENSG00000130203,ENSG00000197943,ENSG00000064687,ENSG00000130208,ENSG00000073060
GO:0007611	learning or memory	0.04117210834122437	0.04117210834122437	+1	ENSG00000130203,ENSG00000073921,ENSG00000142192,ENSG00000064687
GO:0070841	inclusion body assembly	0.04177538381644056	0.04177538381644056	+1	ENSG00000137642,ENSG00000120885
GO:1990000	amyloid fibril formation	0.04329401470797334	0.04329401470797334	+1	ENSG00000120885,ENSG00000130203,ENSG00000142192
GO:0055090	acylglycerol homeostasis	0.04544884318784449	0.04544884318784449	+1	ENSG00000130203,ENSG00000073060,ENSG00000166035,ENSG00000267467,ENSG00000234906,ENSG00000025434
GO:0070328	triglyceride homeostasis	0.04544884318784449	0.04544884318784449	+1	ENSG00000130203,ENSG00000073060,ENSG00000166035,ENSG00000267467,ENSG00000234906,ENSG00000025434
GO:0009395	phospholipid catabolic process	0.047279021632981894	0.047279021632981894	+1	ENSG00000130208,ENSG00000073060,ENSG00000101670,ENSG00000166035,ENSG00000234906,ENSG00000129219,ENSG00000102886
GO:0007610	behavior	0.048028058451391374	0.048028058451391374	+1	ENSG00000130203,ENSG00000140090,ENSG00000073921,ENSG00000142192,ENSG00000064687
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	0.0487863726186455	0.0487863726186455	+1	ENSG00000087589,ENSG00000197943,ENSG00000120899,ENSG00000160712,ENSG00000187116,ENSG00000157368
GO:1902959	regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process	0.04922662861684664	0.04922662861684664	+1	ENSG00000136717,ENSG00000073921
