GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0050804	modulation of chemical synaptic transmission	5.543408011010501e-15	5.543408011010501e-15	+1	ENSG00000142192,ENSG00000176884,ENSG00000164885,ENSG00000130203,ENSG00000087085,ENSG00000116032,ENSG00000273079,ENSG00000161509,ENSG00000183454,ENSG00000198785,ENSG00000105464,ENSG00000159640,ENSG00000082701,ENSG00000168297,ENSG00000160716,ENSG00000149295,ENSG00000175344,ENSG00000120907,ENSG00000100151,ENSG00000141837,ENSG00000188906,ENSG00000186868,ENSG00000120899,ENSG00000067606,ENSG00000105737,ENSG00000097007,ENSG00000151577,ENSG00000186716,ENSG00000064651,ENSG00000179603,ENSG00000011600,ENSG00000113758,ENSG00000204305,ENSG00000107758,ENSG00000144868,ENSG00000163873,ENSG00000155511,ENSG00000232810,ENSG00000148408,ENSG00000152578,ENSG00000125675,ENSG00000120251,ENSG00000104327,ENSG00000181092,ENSG00000103496,ENSG00000176697,ENSG00000121807,ENSG00000152208,ENSG00000152822,ENSG00000124313,ENSG00000058404,ENSG00000102081,ENSG00000070808,ENSG00000008086,ENSG00000197283,ENSG00000185737,ENSG00000114062,ENSG00000168959,ENSG00000161681,ENSG00000125538,ENSG00000131042,ENSG00000036530,ENSG00000134259,ENSG00000165917,ENSG00000189056,ENSG00000161011,ENSG00000171862,ENSG00000114416,ENSG00000128564,ENSG00000128245,ENSG00000108691,ENSG00000008056,ENSG00000168824,ENSG00000116106,ENSG00000150093,ENSG00000157193,ENSG00000081189,ENSG00000174943,ENSG00000168993,ENSG00000151025,ENSG00000006116,ENSG00000148053,ENSG00000105894,ENSG00000067715,ENSG00000158109,ENSG00000164418,ENSG00000145632,ENSG00000130477,ENSG00000171189
GO:0099177	regulation of trans-synaptic signaling	7.329658535700178e-15	7.329658535700178e-15	+1	ENSG00000142192,ENSG00000176884,ENSG00000164885,ENSG00000130203,ENSG00000087085,ENSG00000116032,ENSG00000273079,ENSG00000161509,ENSG00000183454,ENSG00000198785,ENSG00000105464,ENSG00000159640,ENSG00000082701,ENSG00000168297,ENSG00000160716,ENSG00000149295,ENSG00000175344,ENSG00000120907,ENSG00000100151,ENSG00000141837,ENSG00000188906,ENSG00000186868,ENSG00000120899,ENSG00000067606,ENSG00000105737,ENSG00000097007,ENSG00000151577,ENSG00000186716,ENSG00000064651,ENSG00000179603,ENSG00000011600,ENSG00000113758,ENSG00000204305,ENSG00000107758,ENSG00000144868,ENSG00000163873,ENSG00000155511,ENSG00000232810,ENSG00000148408,ENSG00000152578,ENSG00000125675,ENSG00000120251,ENSG00000104327,ENSG00000181092,ENSG00000103496,ENSG00000176697,ENSG00000121807,ENSG00000152208,ENSG00000152822,ENSG00000124313,ENSG00000058404,ENSG00000102081,ENSG00000070808,ENSG00000008086,ENSG00000197283,ENSG00000185737,ENSG00000114062,ENSG00000168959,ENSG00000161681,ENSG00000125538,ENSG00000131042,ENSG00000036530,ENSG00000134259,ENSG00000165917,ENSG00000189056,ENSG00000161011,ENSG00000171862,ENSG00000114416,ENSG00000128564,ENSG00000128245,ENSG00000108691,ENSG00000008056,ENSG00000168824,ENSG00000116106,ENSG00000150093,ENSG00000157193,ENSG00000081189,ENSG00000174943,ENSG00000168993,ENSG00000151025,ENSG00000006116,ENSG00000148053,ENSG00000105894,ENSG00000067715,ENSG00000158109,ENSG00000164418,ENSG00000145632,ENSG00000130477,ENSG00000171189
GO:0015986	proton motive force-driven ATP synthesis	7.39384036012172e-15	7.39384036012172e-15	+1	ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518
GO:0006119	oxidative phosphorylation	9.830005495573774e-15	9.830005495573774e-15	+1	ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000170312,ENSG00000139180,ENSG00000010256,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518,ENSG00000156467,ENSG00000165264,ENSG00000140990,ENSG00000127184,ENSG00000131174,ENSG00000161281,ENSG00000164258,ENSG00000145494,ENSG00000267855,ENSG00000156885
GO:0006816	calcium ion transport	5.110287093646554e-14	5.110287093646554e-14	+1	ENSG00000080815,ENSG00000176884,ENSG00000143801,ENSG00000116032,ENSG00000273079,ENSG00000161509,ENSG00000183454,ENSG00000198785,ENSG00000105464,ENSG00000136717,ENSG00000105383,ENSG00000196876,ENSG00000144285,ENSG00000136531,ENSG00000153253,ENSG00000183873,ENSG00000168356,ENSG00000136546,ENSG00000185313,ENSG00000169432,ENSG00000007314
GO:0046777	protein autophosphorylation	6.877174667656616e-14	6.877174667656616e-14	+1	ENSG00000082701,ENSG00000178999,ENSG00000058729,ENSG00000087586,ENSG00000167258,ENSG00000115020,ENSG00000198793,ENSG00000146904,ENSG00000160551,ENSG00000176444,ENSG00000134853,ENSG00000137275,ENSG00000177169,ENSG00000111837,ENSG00000188906,ENSG00000157404,ENSG00000113721,ENSG00000182578,ENSG00000013364,ENSG00000141503,ENSG00000196632,ENSG00000119408,ENSG00000137193,ENSG00000162733,ENSG00000120899,ENSG00000149311,ENSG00000105287,ENSG00000173327,ENSG00000097007,ENSG00000147133,ENSG00000140474,ENSG00000096968,ENSG00000115694,ENSG00000142208,ENSG00000204580,ENSG00000077782,ENSG00000198400,ENSG00000037280,ENSG00000151422,ENSG00000101336,ENSG00000100311,ENSG00000174292,ENSG00000197122,ENSG00000171105,ENSG00000102882,ENSG00000181092,ENSG00000058404,ENSG00000125508,ENSG00000254087,ENSG00000000938,ENSG00000182866,ENSG00000070808,ENSG00000008086
GO:0006754	ATP biosynthetic process	3.4901915869317435e-13	3.4901915869317435e-13	+1	ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518
GO:0032981	mitochondrial respiratory chain complex I assembly	3.7728309996487255e-13	3.7728309996487255e-13	+1	ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000065518
GO:0010257	NADH dehydrogenase complex assembly	3.7728309996487255e-13	3.7728309996487255e-13	+1	ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000065518
GO:0060078	regulation of postsynaptic membrane potential	4.734347185625166e-13	4.734347185625166e-13	+1	ENSG00000142192,ENSG00000176884,ENSG00000273079,ENSG00000161509,ENSG00000183454,ENSG00000105464,ENSG00000082701,ENSG00000101204,ENSG00000149295,ENSG00000175344,ENSG00000188906,ENSG00000109158,ENSG00000120899,ENSG00000067606,ENSG00000069696,ENSG00000142208,ENSG00000011677,ENSG00000144868,ENSG00000151834,ENSG00000113327,ENSG00000022355,ENSG00000163285,ENSG00000186297,ENSG00000182256,ENSG00000145863,ENSG00000102287,ENSG00000105723,ENSG00000152208,ENSG00000161681,ENSG00000189056,ENSG00000171862
GO:0009145	purine nucleoside triphosphate biosynthetic process	5.187293778643224e-13	5.187293778643224e-13	+1	ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	5.187293778643224e-13	5.187293778643224e-13	+1	ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518
GO:0098703	calcium ion import across plasma membrane	6.360896496869072e-13	6.360896496869072e-13	+1	ENSG00000196876,ENSG00000144285,ENSG00000136531,ENSG00000153253,ENSG00000183873,ENSG00000168356,ENSG00000136546,ENSG00000185313,ENSG00000169432,ENSG00000007314,ENSG00000140090,ENSG00000120910,ENSG00000153956,ENSG00000196689,ENSG00000141837,ENSG00000221823,ENSG00000102001,ENSG00000151067,ENSG00000081248,ENSG00000157388
GO:0007214	gamma-aminobutyric acid signaling pathway	6.980175786845204e-13	6.980175786845204e-13	+1	ENSG00000204681,ENSG00000136928,ENSG00000163288,ENSG00000109158,ENSG00000064651,ENSG00000011677,ENSG00000151834,ENSG00000113327,ENSG00000022355,ENSG00000163285,ENSG00000186297,ENSG00000182256,ENSG00000166206,ENSG00000187730,ENSG00000145864,ENSG00000145863,ENSG00000102287
GO:0009060	aerobic respiration	8.70153509060528e-13	8.70153509060528e-13	+1	ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000170312,ENSG00000139180,ENSG00000010256,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518,ENSG00000156467,ENSG00000165264,ENSG00000140990,ENSG00000127184,ENSG00000066855,ENSG00000131174,ENSG00000161281,ENSG00000164258,ENSG00000145494,ENSG00000267855,ENSG00000156885
GO:0009201	ribonucleoside triphosphate biosynthetic process	1.3385998436629936e-12	1.3385998436629936e-12	+1	ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518
GO:0097553	calcium ion transmembrane import into cytosol	1.855959764718768e-12	1.855959764718768e-12	+1	ENSG00000176884,ENSG00000273079,ENSG00000161509,ENSG00000183454,ENSG00000105464,ENSG00000196876,ENSG00000144285,ENSG00000136531,ENSG00000153253,ENSG00000183873,ENSG00000168356,ENSG00000136546,ENSG00000185313,ENSG00000169432,ENSG00000007314,ENSG00000147246,ENSG00000102468,ENSG00000149295,ENSG00000140090,ENSG00000197943,ENSG00000120907,ENSG00000120910,ENSG00000153956,ENSG00000196689
GO:1902656	calcium ion import into cytosol	1.8646719624426296e-12	1.8646719624426296e-12	+1	ENSG00000196876,ENSG00000144285,ENSG00000136531,ENSG00000153253,ENSG00000183873,ENSG00000168356,ENSG00000136546,ENSG00000185313,ENSG00000169432,ENSG00000007314,ENSG00000140090,ENSG00000120910,ENSG00000153956,ENSG00000196689,ENSG00000141837,ENSG00000221823,ENSG00000102001,ENSG00000151067,ENSG00000081248,ENSG00000157388
GO:0048167	regulation of synaptic plasticity	1.89174076304189e-12	1.89174076304189e-12	+1	ENSG00000142192,ENSG00000176884,ENSG00000164885,ENSG00000130203,ENSG00000273079,ENSG00000161509,ENSG00000183454,ENSG00000105464,ENSG00000159640,ENSG00000082701
GO:0009142	nucleoside triphosphate biosynthetic process	3.2678336215251087e-12	3.2678336215251087e-12	+1	ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518
GO:0009152	purine ribonucleotide biosynthetic process	3.681723947401318e-12	3.681723947401318e-12	+1	ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000149084,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000278540,ENSG00000131238,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518,ENSG00000152782,ENSG00000091140,ENSG00000165264,ENSG00000140990,ENSG00000068366
GO:0048168	regulation of neuronal synaptic plasticity	3.739799728638711e-12	3.739799728638711e-12	+1	ENSG00000142192,ENSG00000176884,ENSG00000130203,ENSG00000273079,ENSG00000161509,ENSG00000183454,ENSG00000105464
GO:0035249	synaptic transmission, glutamatergic	3.753991075881771e-12	3.753991075881771e-12	+1	ENSG00000176884,ENSG00000164885,ENSG00000116032,ENSG00000273079,ENSG00000161509,ENSG00000183454,ENSG00000198785,ENSG00000105464
GO:0050435	amyloid-beta metabolic process	6.1245224264446326e-12	6.1245224264446326e-12	+1	ENSG00000080815,ENSG00000143801,ENSG00000137642,ENSG00000130203,ENSG00000159640,ENSG00000138613,ENSG00000136717,ENSG00000064687,ENSG00000120885,ENSG00000175344,ENSG00000073921,ENSG00000162736,ENSG00000205155,ENSG00000117362,ENSG00000173039
GO:0009260	ribonucleotide biosynthetic process	1.1930791288376801e-11	1.1930791288376801e-11	+1	ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000149084,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000278540,ENSG00000131238,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518,ENSG00000152782,ENSG00000091140,ENSG00000165264,ENSG00000140990,ENSG00000068366
GO:0042982	amyloid precursor protein metabolic process	1.5127987677598193e-11	1.5127987677598193e-11	+1	ENSG00000080815,ENSG00000143801,ENSG00000137642,ENSG00000130203,ENSG00000087085,ENSG00000138613,ENSG00000136717,ENSG00000064687,ENSG00000137845,ENSG00000120885,ENSG00000175344,ENSG00000073921,ENSG00000162736,ENSG00000205155,ENSG00000117362,ENSG00000173039,ENSG00000186318,ENSG00000160179,ENSG00000204305,ENSG00000232810,ENSG00000105723,ENSG00000254087,ENSG00000111537,ENSG00000182240,ENSG00000017427,ENSG00000125447,ENSG00000125967,ENSG00000136156,ENSG00000168824,ENSG00000116106,ENSG00000127445,ENSG00000103154,ENSG00000171867,ENSG00000148053
GO:0098976	excitatory chemical synaptic transmission	1.8384053409142025e-11	1.8384053409142025e-11	+1	ENSG00000176884,ENSG00000273079,ENSG00000161509,ENSG00000183454,ENSG00000105464
GO:0034205	amyloid-beta formation	1.8617575999828834e-11	1.8617575999828834e-11	+1	ENSG00000080815,ENSG00000143801,ENSG00000137642,ENSG00000130203,ENSG00000138613,ENSG00000136717,ENSG00000064687,ENSG00000120885,ENSG00000175344,ENSG00000073921,ENSG00000162736,ENSG00000205155,ENSG00000117362,ENSG00000173039
GO:0046034	ATP metabolic process	2.467879915154494e-11	2.467879915154494e-11	+1	ENSG00000142192,ENSG00000080815,ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000198793,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518,ENSG00000165264,ENSG00000140990,ENSG00000141959,ENSG00000164916,ENSG00000143437,ENSG00000067057,ENSG00000164258,ENSG00000145494,ENSG00000267855,ENSG00000100644,ENSG00000130414,ENSG00000165280,ENSG00000164708,ENSG00000106633,ENSG00000174886,ENSG00000204389,ENSG00000089041,ENSG00000171105,ENSG00000181722,ENSG00000264424,ENSG00000111537,ENSG00000186951,ENSG00000108515,ENSG00000095970,ENSG00000017427,ENSG00000165629,ENSG00000105220,ENSG00000110955,ENSG00000099624,ENSG00000152234,ENSG00000115286,ENSG00000111640,ENSG00000152556,ENSG00000159199,ENSG00000111674,ENSG00000116459,ENSG00000154518,ENSG00000111669,ENSG00000178951,ENSG00000170906,ENSG00000160194,ENSG00000117118,ENSG00000100393,ENSG00000213619,ENSG00000241468,ENSG00000136521,ENSG00000109107,ENSG00000154723,ENSG00000156411,ENSG00000130770
GO:0046390	ribose phosphate biosynthetic process	2.5167205905532392e-11	2.5167205905532392e-11	+1	ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000149084,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000278540,ENSG00000131238,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518,ENSG00000152782,ENSG00000091140,ENSG00000165264,ENSG00000140990,ENSG00000068366
GO:0018212	peptidyl-tyrosine modification	3.0952347302196257e-11	3.0952347302196257e-11	+1	ENSG00000142192,ENSG00000141510,ENSG00000196396,ENSG00000146904,ENSG00000134853,ENSG00000087589,ENSG00000197943,ENSG00000149177,ENSG00000181467,ENSG00000105568,ENSG00000068078,ENSG00000128294,ENSG00000157404,ENSG00000113721,ENSG00000182578,ENSG00000013364,ENSG00000162733,ENSG00000120899,ENSG00000067606,ENSG00000261371,ENSG00000097007,ENSG00000113494,ENSG00000160712,ENSG00000141736,ENSG00000187116,ENSG00000096968,ENSG00000113575,ENSG00000157368,ENSG00000204580,ENSG00000061938,ENSG00000077782,ENSG00000143322,ENSG00000198400,ENSG00000037280,ENSG00000115539,ENSG00000151422,ENSG00000101336,ENSG00000136960,ENSG00000100311,ENSG00000019991,ENSG00000232810,ENSG00000197122,ENSG00000171105,ENSG00000102882,ENSG00000167191,ENSG00000010810,ENSG00000125508,ENSG00000254087,ENSG00000136573,ENSG00000000938,ENSG00000182866,ENSG00000136244,ENSG00000168959,ENSG00000111537,ENSG00000189056,ENSG00000259384,ENSG00000095970,ENSG00000017427,ENSG00000135744
GO:0015980	energy derivation by oxidation of organic compounds	3.101879621453103e-11	3.101879621453103e-11	+1	ENSG00000082701,ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000170312,ENSG00000139180,ENSG00000010256,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000188778,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518,ENSG00000112425,ENSG00000156467,ENSG00000165264,ENSG00000140990,ENSG00000127184,ENSG00000066855,ENSG00000131174,ENSG00000156873,ENSG00000161281,ENSG00000152266,ENSG00000164258,ENSG00000145494,ENSG00000267855,ENSG00000156885
GO:0042987	amyloid precursor protein catabolic process	3.2282213632909564e-11	3.2282213632909564e-11	+1	ENSG00000080815,ENSG00000143801,ENSG00000137642,ENSG00000130203,ENSG00000138613,ENSG00000136717,ENSG00000064687,ENSG00000137845,ENSG00000120885,ENSG00000175344,ENSG00000073921,ENSG00000162736,ENSG00000205155,ENSG00000117362,ENSG00000173039
GO:0070588	calcium ion transmembrane transport	3.313069388658718e-11	3.313069388658718e-11	+1	ENSG00000176884,ENSG00000143801,ENSG00000273079,ENSG00000161509,ENSG00000183454,ENSG00000105464,ENSG00000136717,ENSG00000196876,ENSG00000144285,ENSG00000136531,ENSG00000153253,ENSG00000183873,ENSG00000168356,ENSG00000136546,ENSG00000185313,ENSG00000169432,ENSG00000007314
GO:0042391	regulation of membrane potential	4.804144014552789e-11	4.804144014552789e-11	+1	ENSG00000142192,ENSG00000176884,ENSG00000273079,ENSG00000161509,ENSG00000183454,ENSG00000105464,ENSG00000082701,ENSG00000023228,ENSG00000136717,ENSG00000144285,ENSG00000136531,ENSG00000183873,ENSG00000168356,ENSG00000185313,ENSG00000007314,ENSG00000108576,ENSG00000163399,ENSG00000101204,ENSG00000160716,ENSG00000149295,ENSG00000175344,ENSG00000140090,ENSG00000120907,ENSG00000153956,ENSG00000196924,ENSG00000188906,ENSG00000099822,ENSG00000109158,ENSG00000186868,ENSG00000046604,ENSG00000120899,ENSG00000067606,ENSG00000097007,ENSG00000069696,ENSG00000198626,ENSG00000165280,ENSG00000151067,ENSG00000157388,ENSG00000142208,ENSG00000011677,ENSG00000138777,ENSG00000077522,ENSG00000049759,ENSG00000103335,ENSG00000152661,ENSG00000089041,ENSG00000144868,ENSG00000163873,ENSG00000151834,ENSG00000113327,ENSG00000022355,ENSG00000163285,ENSG00000186297,ENSG00000182256,ENSG00000197122,ENSG00000145863,ENSG00000102287,ENSG00000105723,ENSG00000170759,ENSG00000105409,ENSG00000152208,ENSG00000111262,ENSG00000102081,ENSG00000151150
GO:0045333	cellular respiration	6.00099236540624e-11	6.00099236540624e-11	+1	ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000170312,ENSG00000139180,ENSG00000010256,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518,ENSG00000156467,ENSG00000165264,ENSG00000140990,ENSG00000127184,ENSG00000066855,ENSG00000131174,ENSG00000161281,ENSG00000164258,ENSG00000145494,ENSG00000267855,ENSG00000156885
GO:0018108	peptidyl-tyrosine phosphorylation	7.499655562694625e-11	7.499655562694625e-11	+1	ENSG00000142192,ENSG00000141510,ENSG00000196396,ENSG00000146904,ENSG00000134853,ENSG00000087589,ENSG00000197943,ENSG00000149177,ENSG00000181467,ENSG00000105568,ENSG00000068078,ENSG00000157404,ENSG00000113721,ENSG00000182578,ENSG00000013364,ENSG00000162733,ENSG00000120899,ENSG00000067606,ENSG00000261371,ENSG00000097007,ENSG00000113494,ENSG00000160712,ENSG00000141736,ENSG00000187116,ENSG00000096968,ENSG00000113575,ENSG00000157368,ENSG00000204580,ENSG00000061938,ENSG00000077782,ENSG00000143322,ENSG00000198400,ENSG00000037280,ENSG00000115539,ENSG00000151422,ENSG00000101336,ENSG00000136960,ENSG00000100311,ENSG00000019991,ENSG00000232810,ENSG00000197122,ENSG00000171105,ENSG00000102882,ENSG00000167191,ENSG00000010810,ENSG00000125508,ENSG00000254087,ENSG00000136573,ENSG00000000938,ENSG00000182866,ENSG00000136244,ENSG00000168959,ENSG00000111537,ENSG00000189056,ENSG00000259384,ENSG00000095970,ENSG00000017427,ENSG00000135744
