GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:1903305	regulation of regulated secretory pathway	3.6071769644519837e-9	3.6071769644519837e-9	+1	ENSG00000165025,ENSG00000149927,ENSG00000160255,ENSG00000103496,ENSG00000105649,ENSG00000176406,ENSG00000138078,ENSG00000136854,ENSG00000067715,ENSG00000184702,ENSG00000123338,ENSG00000169896,ENSG00000106089,ENSG00000168961,ENSG00000084093,ENSG00000066336,ENSG00000254087,ENSG00000089169,ENSG00000116266,ENSG00000011347,ENSG00000173227,ENSG00000019505,ENSG00000167851
GO:0018212	peptidyl-tyrosine modification	4.02234780403993e-9	4.02234780403993e-9	+1	ENSG00000095970,ENSG00000197943,ENSG00000171105,ENSG00000140443,ENSG00000132535,ENSG00000165025,ENSG00000120899,ENSG00000111679,ENSG00000160255,ENSG00000162733,ENSG00000104332,ENSG00000135744,ENSG00000182578,ENSG00000180353,ENSG00000019991,ENSG00000102755,ENSG00000026508,ENSG00000081237,ENSG00000169242,ENSG00000138496,ENSG00000109072,ENSG00000067182,ENSG00000178568,ENSG00000134352,ENSG00000254087,ENSG00000116584,ENSG00000109670,ENSG00000164136,ENSG00000101336,ENSG00000169902,ENSG00000087589,ENSG00000019582,ENSG00000157168,ENSG00000167851,ENSG00000111859,ENSG00000017427,ENSG00000112715,ENSG00000171094,ENSG00000146904,ENSG00000184349,ENSG00000150337,ENSG00000010671
GO:0002768	immune response-regulating cell surface receptor signaling pathway	4.095487077991985e-9	4.095487077991985e-9	+1	ENSG00000196126,ENSG00000095970,ENSG00000197943,ENSG00000092820,ENSG00000051523,ENSG00000203710,ENSG00000165025,ENSG00000149269,ENSG00000135426,ENSG00000168918,ENSG00000141968,ENSG00000136869,ENSG00000104365,ENSG00000011600,ENSG00000171791,ENSG00000050748,ENSG00000100906,ENSG00000123338,ENSG00000110651,ENSG00000169896,ENSG00000196776,ENSG00000081237,ENSG00000204655,ENSG00000137462,ENSG00000081189,ENSG00000155629,ENSG00000025434,ENSG00000239998,ENSG00000162511,ENSG00000158869,ENSG00000171860,ENSG00000254087,ENSG00000101336,ENSG00000174125,ENSG00000187554,ENSG00000167851,ENSG00000144802,ENSG00000012124,ENSG00000104783,ENSG00000203805,ENSG00000171051,ENSG00000130202,ENSG00000107679,ENSG00000121879,ENSG00000213047,ENSG00000163563,ENSG00000163599,ENSG00000117228,ENSG00000010671
GO:0045333	cellular respiration	6.249007708868027e-9	6.249007708868027e-9	+1	ENSG00000158864,ENSG00000130414,ENSG00000139180,ENSG00000126267,ENSG00000174886,ENSG00000023228,ENSG00000169021,ENSG00000140374,ENSG00000115286,ENSG00000145335,ENSG00000073578,ENSG00000112992,ENSG00000167792,ENSG00000213619,ENSG00000131143,ENSG00000146701,ENSG00000168291,ENSG00000241837,ENSG00000146729,ENSG00000145494,ENSG00000156467,ENSG00000186010,ENSG00000135940,ENSG00000100412,ENSG00000165280,ENSG00000185436,ENSG00000176046,ENSG00000135441,ENSG00000014641,ENSG00000140740,ENSG00000062485,ENSG00000010256,ENSG00000162433
GO:0006887	exocytosis	8.8343940005849e-9	8.8343940005849e-9	+1	ENSG00000159082,ENSG00000145335,ENSG00000168993,ENSG00000165025,ENSG00000130477,ENSG00000124145,ENSG00000163618,ENSG00000149927,ENSG00000160255,ENSG00000115956,ENSG00000041353,ENSG00000145087,ENSG00000103496,ENSG00000105649,ENSG00000176406,ENSG00000138078,ENSG00000136854,ENSG00000067715,ENSG00000186472,ENSG00000182718,ENSG00000184702,ENSG00000123338,ENSG00000073969,ENSG00000169896,ENSG00000106089,ENSG00000135046,ENSG00000168961,ENSG00000132639,ENSG00000084093,ENSG00000167994,ENSG00000099365,ENSG00000066336,ENSG00000254087,ENSG00000089169,ENSG00000116266,ENSG00000011347,ENSG00000173227,ENSG00000101336,ENSG00000019505,ENSG00000167851
GO:0002685	regulation of leukocyte migration	9.473605777985965e-9	9.473605777985965e-9	+1	ENSG00000107099,ENSG00000095970,ENSG00000145147,ENSG00000137845,ENSG00000072786,ENSG00000120899,ENSG00000115310,ENSG00000117115,ENSG00000090339,ENSG00000100599,ENSG00000182621,ENSG00000189058,ENSG00000182578,ENSG00000184371,ENSG00000123338,ENSG00000110651,ENSG00000110492,ENSG00000100030,ENSG00000196776,ENSG00000135046,ENSG00000168961,ENSG00000087470,ENSG00000105894,ENSG00000177119,ENSG00000133800,ENSG00000254087,ENSG00000019582,ENSG00000167851,ENSG00000111859,ENSG00000147065,ENSG00000006210,ENSG00000112715,ENSG00000169313,ENSG00000168329,ENSG00000142208
GO:0018108	peptidyl-tyrosine phosphorylation	1.2182524199988933e-8	1.2182524199988933e-8	+1	ENSG00000095970,ENSG00000197943,ENSG00000171105,ENSG00000140443,ENSG00000132535,ENSG00000165025,ENSG00000120899,ENSG00000111679,ENSG00000160255,ENSG00000162733,ENSG00000104332,ENSG00000135744,ENSG00000182578,ENSG00000180353,ENSG00000019991,ENSG00000102755,ENSG00000026508,ENSG00000081237,ENSG00000169242,ENSG00000138496,ENSG00000109072,ENSG00000067182,ENSG00000178568,ENSG00000134352,ENSG00000254087,ENSG00000116584,ENSG00000109670,ENSG00000164136,ENSG00000101336,ENSG00000087589,ENSG00000019582,ENSG00000157168,ENSG00000167851,ENSG00000111859,ENSG00000017427,ENSG00000112715,ENSG00000171094,ENSG00000146904,ENSG00000184349,ENSG00000150337,ENSG00000010671
GO:0052548	regulation of endopeptidase activity	3.5058663477037446e-8	3.5058663477037446e-8	+1	ENSG00000273079,ENSG00000183454,ENSG00000073921,ENSG00000136717,ENSG00000055163,ENSG00000145335,ENSG00000203710,ENSG00000165025,ENSG00000169855,ENSG00000168610,ENSG00000148180,ENSG00000197971,ENSG00000152377,ENSG00000026508,ENSG00000111640,ENSG00000064300,ENSG00000186010,ENSG00000169242,ENSG00000168961,ENSG00000196104,ENSG00000084093,ENSG00000100234,ENSG00000109072,ENSG00000165280,ENSG00000162511,ENSG00000165731,ENSG00000254087,ENSG00000147488,ENSG00000107742,ENSG00000075240,ENSG00000136938,ENSG00000156709,ENSG00000116478,ENSG00000112715,ENSG00000166949,ENSG00000142208,ENSG00000132170,ENSG00000079387,ENSG00000143546,ENSG00000163220
GO:0052547	regulation of peptidase activity	6.150934958034402e-8	6.150934958034402e-8	+1	ENSG00000273079,ENSG00000183454,ENSG00000073921,ENSG00000136717,ENSG00000055163,ENSG00000145335,ENSG00000203710,ENSG00000165025,ENSG00000103811,ENSG00000169855,ENSG00000168610,ENSG00000148180,ENSG00000197971,ENSG00000123384,ENSG00000152377,ENSG00000026508,ENSG00000111640,ENSG00000064300,ENSG00000186010,ENSG00000169242,ENSG00000168961,ENSG00000196104,ENSG00000084093,ENSG00000100234,ENSG00000109072,ENSG00000165280,ENSG00000162511,ENSG00000165731,ENSG00000254087,ENSG00000147488,ENSG00000107742,ENSG00000075240,ENSG00000136938,ENSG00000156709,ENSG00000116478,ENSG00000112715,ENSG00000166949,ENSG00000142208,ENSG00000132170,ENSG00000079387,ENSG00000143546,ENSG00000163220
GO:0042060	wound healing	6.336133077845815e-8	6.336133077845815e-8	+1	ENSG00000130203,ENSG00000178209,ENSG00000197943,ENSG00000172500,ENSG00000154229,ENSG00000213719,ENSG00000165025,ENSG00000149269,ENSG00000051382,ENSG00000115956,ENSG00000149781,ENSG00000141968,ENSG00000136869,ENSG00000124942,ENSG00000150093,ENSG00000159176,ENSG00000113578,ENSG00000105649,ENSG00000124782,ENSG00000136854,ENSG00000026508,ENSG00000182718,ENSG00000100605,ENSG00000135046,ENSG00000138685,ENSG00000109072,ENSG00000167397,ENSG00000134352,ENSG00000138814,ENSG00000122194,ENSG00000106211,ENSG00000137076,ENSG00000158869,ENSG00000177119,ENSG00000065361,ENSG00000254087,ENSG00000116266,ENSG00000144339,ENSG00000011347,ENSG00000157168,ENSG00000130635,ENSG00000015285,ENSG00000017427,ENSG00000112562,ENSG00000112715,ENSG00000169313,ENSG00000166949,ENSG00000104368,ENSG00000132170,ENSG00000121879,ENSG00000161911
GO:0015980	energy derivation by oxidation of organic compounds	7.44692398339915e-8	7.44692398339915e-8	+1	ENSG00000158864,ENSG00000130414,ENSG00000100504,ENSG00000139180,ENSG00000126267,ENSG00000174886,ENSG00000023228,ENSG00000171105,ENSG00000169021,ENSG00000140374,ENSG00000115286,ENSG00000145335,ENSG00000073578,ENSG00000112992,ENSG00000167792,ENSG00000213619,ENSG00000131143,ENSG00000146701,ENSG00000168291,ENSG00000241837
GO:0022904	respiratory electron transport chain	8.192152945453067e-8	8.192152945453067e-8	+1	ENSG00000158864,ENSG00000130414,ENSG00000139180,ENSG00000126267,ENSG00000023228,ENSG00000169021,ENSG00000140374,ENSG00000115286,ENSG00000145335,ENSG00000073578,ENSG00000167792,ENSG00000213619,ENSG00000131143
GO:0140053	mitochondrial gene expression	1.263364487477366e-7	1.263364487477366e-7	+1	ENSG00000138095,ENSG00000116221,ENSG00000175110,ENSG00000136897,ENSG00000180992,ENSG00000055950,ENSG00000154719,ENSG00000167862,ENSG00000204568,ENSG00000178952,ENSG00000135900,ENSG00000169288,ENSG00000185608,ENSG00000175581,ENSG00000173141,ENSG00000149792,ENSG00000122140,ENSG00000185414,ENSG00000181610,ENSG00000182180,ENSG00000259494,ENSG00000204822,ENSG00000262814,ENSG00000116898,ENSG00000166902,ENSG00000137547,ENSG00000132676,ENSG00000158042,ENSG00000174547
GO:0019646	aerobic electron transport chain	1.2839378633013953e-7	1.2839378633013953e-7	+1	ENSG00000158864,ENSG00000130414,ENSG00000139180,ENSG00000126267,ENSG00000023228,ENSG00000169021,ENSG00000115286,ENSG00000145335,ENSG00000073578,ENSG00000167792,ENSG00000213619,ENSG00000131143
GO:0022900	electron transport chain	2.2289166552905282e-7	2.2289166552905282e-7	+1	ENSG00000158864,ENSG00000130414,ENSG00000139180,ENSG00000126267,ENSG00000023228,ENSG00000169021,ENSG00000140374,ENSG00000115286,ENSG00000145335,ENSG00000073578,ENSG00000167792,ENSG00000213619,ENSG00000131143
GO:0036465	synaptic vesicle recycling	2.738115790285061e-7	2.738115790285061e-7	+1	ENSG00000159082,ENSG00000106976,ENSG00000103723,ENSG00000116675,ENSG00000065000,ENSG00000073921,ENSG00000145335,ENSG00000124507,ENSG00000006125,ENSG00000105649,ENSG00000065609,ENSG00000067715,ENSG00000161203,ENSG00000106089
GO:0140238	presynaptic endocytosis	2.7604367962680606e-7	2.7604367962680606e-7	+1	ENSG00000159082,ENSG00000106976,ENSG00000103723,ENSG00000116675,ENSG00000065000,ENSG00000073921,ENSG00000145335,ENSG00000124507,ENSG00000006125,ENSG00000065609,ENSG00000067715,ENSG00000161203,ENSG00000106089
GO:0048488	synaptic vesicle endocytosis	2.7604367962680606e-7	2.7604367962680606e-7	+1	ENSG00000159082,ENSG00000106976,ENSG00000103723,ENSG00000116675,ENSG00000065000,ENSG00000073921,ENSG00000145335,ENSG00000124507,ENSG00000006125,ENSG00000065609,ENSG00000067715,ENSG00000161203,ENSG00000106089
GO:0061564	axon development	2.762053378858578e-7	2.762053378858578e-7	+1	ENSG00000130203,ENSG00000151150,ENSG00000131711,ENSG00000055163,ENSG00000145147,ENSG00000078018,ENSG00000175866,ENSG00000145242,ENSG00000149269,ENSG00000115310,ENSG00000197892,ENSG00000169855,ENSG00000021645,ENSG00000065320,ENSG00000189058,ENSG00000105649,ENSG00000184347,ENSG00000117600,ENSG00000136854,ENSG00000001617,ENSG00000182168,ENSG00000129116,ENSG00000258947,ENSG00000148053,ENSG00000109917,ENSG00000130558,ENSG00000169242,ENSG00000160145,ENSG00000157064,ENSG00000114554,ENSG00000176697,ENSG00000164600,ENSG00000105894,ENSG00000018189,ENSG00000173402,ENSG00000165731,ENSG00000164050,ENSG00000116641,ENSG00000188064,ENSG00000187122,ENSG00000197956,ENSG00000079805,ENSG00000123560,ENSG00000162068
GO:0042775	mitochondrial ATP synthesis coupled electron transport	3.012209018915319e-7	3.012209018915319e-7	+1	ENSG00000158864,ENSG00000130414,ENSG00000139180,ENSG00000126267,ENSG00000023228,ENSG00000169021,ENSG00000115286,ENSG00000145335,ENSG00000073578,ENSG00000167792,ENSG00000213619,ENSG00000131143
GO:0042773	ATP synthesis coupled electron transport	3.012209018915319e-7	3.012209018915319e-7	+1	ENSG00000158864,ENSG00000130414,ENSG00000139180,ENSG00000126267,ENSG00000023228,ENSG00000169021,ENSG00000115286,ENSG00000145335,ENSG00000073578,ENSG00000167792,ENSG00000213619,ENSG00000131143
GO:0002263	cell activation involved in immune response	3.495501938816328e-7	3.495501938816328e-7	+1	ENSG00000196126,ENSG00000204287,ENSG00000095970,ENSG00000197943,ENSG00000203710,ENSG00000242574,ENSG00000165025,ENSG00000120899,ENSG00000090339,ENSG00000160255,ENSG00000168610,ENSG00000136167,ENSG00000011600,ENSG00000103496,ENSG00000123384,ENSG00000135077,ENSG00000123338,ENSG00000110651,ENSG00000110492,ENSG00000169896,ENSG00000135046,ENSG00000168961,ENSG00000134516,ENSG00000066336,ENSG00000134352,ENSG00000239998,ENSG00000158869,ENSG00000100060,ENSG00000254087,ENSG00000116266,ENSG00000019582,ENSG00000167851,ENSG00000144802,ENSG00000114013
GO:0050804	modulation of chemical synaptic transmission	5.535100554665232e-7	5.535100554665232e-7	+1	ENSG00000130203,ENSG00000273079,ENSG00000183454,ENSG00000187672,ENSG00000197283,ENSG00000168993,ENSG00000132535,ENSG00000130477,ENSG00000120899,ENSG00000128564,ENSG00000011600,ENSG00000103496,ENSG00000150093,ENSG00000105649,ENSG00000176406,ENSG00000117600,ENSG00000138078,ENSG00000136854,ENSG00000141837,ENSG00000067715,ENSG00000184702,ENSG00000144290,ENSG00000152413,ENSG00000148053,ENSG00000120251,ENSG00000081189,ENSG00000159640,ENSG00000099365,ENSG00000176697,ENSG00000105894,ENSG00000138814,ENSG00000168309,ENSG00000011347,ENSG00000134294,ENSG00000118160,ENSG00000125675,ENSG00000109756,ENSG00000102003,ENSG00000006210
GO:0099177	regulation of trans-synaptic signaling	6.211420996160115e-7	6.211420996160115e-7	+1	ENSG00000130203,ENSG00000273079,ENSG00000183454,ENSG00000187672,ENSG00000197283,ENSG00000168993,ENSG00000132535,ENSG00000130477,ENSG00000120899,ENSG00000128564,ENSG00000011600,ENSG00000103496,ENSG00000150093,ENSG00000105649,ENSG00000176406,ENSG00000117600,ENSG00000138078,ENSG00000136854,ENSG00000141837,ENSG00000067715,ENSG00000184702,ENSG00000144290,ENSG00000152413,ENSG00000148053,ENSG00000120251,ENSG00000081189,ENSG00000159640,ENSG00000099365,ENSG00000176697,ENSG00000105894,ENSG00000138814,ENSG00000168309,ENSG00000011347,ENSG00000134294,ENSG00000118160,ENSG00000125675,ENSG00000109756,ENSG00000102003,ENSG00000006210
GO:0002366	leukocyte activation involved in immune response	7.750088975765613e-7	7.750088975765613e-7	+1	ENSG00000196126,ENSG00000204287,ENSG00000095970,ENSG00000197943,ENSG00000203710,ENSG00000242574,ENSG00000165025,ENSG00000120899,ENSG00000090339,ENSG00000160255,ENSG00000168610,ENSG00000136167,ENSG00000011600,ENSG00000103496,ENSG00000135077,ENSG00000123338,ENSG00000110651,ENSG00000110492,ENSG00000169896,ENSG00000135046,ENSG00000168961,ENSG00000134516,ENSG00000066336,ENSG00000134352,ENSG00000239998,ENSG00000158869,ENSG00000100060,ENSG00000254087,ENSG00000116266,ENSG00000019582,ENSG00000167851,ENSG00000144802,ENSG00000114013
GO:0010950	positive regulation of endopeptidase activity	7.968219286887837e-7	7.968219286887837e-7	+1	ENSG00000273079,ENSG00000183454,ENSG00000073921,ENSG00000055163,ENSG00000145335,ENSG00000203710,ENSG00000165025,ENSG00000169855,ENSG00000168610,ENSG00000148180,ENSG00000197971,ENSG00000064300,ENSG00000186010,ENSG00000169242,ENSG00000168961,ENSG00000084093,ENSG00000165280,ENSG00000162511,ENSG00000165731,ENSG00000254087,ENSG00000147488,ENSG00000075240,ENSG00000136938,ENSG00000156709,ENSG00000166949,ENSG00000132170,ENSG00000079387,ENSG00000143546,ENSG00000163220
GO:0007611	learning or memory	7.996836810052952e-7	7.996836810052952e-7	+1	ENSG00000130203,ENSG00000273079,ENSG00000095970,ENSG00000159082,ENSG00000183454,ENSG00000174469,ENSG00000171105,ENSG00000073921,ENSG00000132535,ENSG00000021645,ENSG00000182621,ENSG00000064687,ENSG00000100030,ENSG00000148053,ENSG00000136531,ENSG00000137462,ENSG00000081189,ENSG00000118515,ENSG00000176697,ENSG00000105894,ENSG00000147571,ENSG00000118160,ENSG00000106278,ENSG00000111859
GO:0097242	amyloid-beta clearance	8.001121996479622e-7	8.001121996479622e-7	+1	ENSG00000130203,ENSG00000095970,ENSG00000171105,ENSG00000140443,ENSG00000073921,ENSG00000120885,ENSG00000160255,ENSG00000125730,ENSG00000123384,ENSG00000064687,ENSG00000169896
GO:0010952	positive regulation of peptidase activity	0.0000010042645636623312	0.0000010042645636623312	+1	ENSG00000273079,ENSG00000183454,ENSG00000073921,ENSG00000055163,ENSG00000145335,ENSG00000203710,ENSG00000165025,ENSG00000103811,ENSG00000169855,ENSG00000168610,ENSG00000148180,ENSG00000197971,ENSG00000064300,ENSG00000186010,ENSG00000169242,ENSG00000168961,ENSG00000084093,ENSG00000165280,ENSG00000162511,ENSG00000165731,ENSG00000254087,ENSG00000147488,ENSG00000075240,ENSG00000136938,ENSG00000156709,ENSG00000166949,ENSG00000132170,ENSG00000079387,ENSG00000143546,ENSG00000163220
GO:0006119	oxidative phosphorylation	0.0000011704487822089655	0.0000011704487822089655	+1	ENSG00000158864,ENSG00000130414,ENSG00000139180,ENSG00000126267,ENSG00000174886,ENSG00000023228,ENSG00000169021,ENSG00000115286,ENSG00000145335,ENSG00000073578,ENSG00000167792,ENSG00000213619,ENSG00000131143,ENSG00000241837
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	0.000001635269943491084	0.000001635269943491084	+1	ENSG00000095970,ENSG00000197943,ENSG00000132535,ENSG00000120899,ENSG00000135744,ENSG00000182578,ENSG00000180353,ENSG00000019991,ENSG00000026508,ENSG00000081237,ENSG00000169242,ENSG00000138496,ENSG00000109072,ENSG00000067182,ENSG00000178568,ENSG00000134352,ENSG00000254087,ENSG00000116584,ENSG00000109670,ENSG00000164136,ENSG00000087589,ENSG00000019582,ENSG00000157168,ENSG00000111859,ENSG00000017427,ENSG00000112715,ENSG00000184349,ENSG00000150337
GO:0009165	nucleotide biosynthetic process	0.0000017265759448252762	0.0000017265759448252762	+1	ENSG00000158864,ENSG00000130414,ENSG00000095970,ENSG00000139180,ENSG00000105607,ENSG00000091140,ENSG00000174886,ENSG00000023228,ENSG00000103485,ENSG00000100714,ENSG00000115286,ENSG00000073578,ENSG00000167325,ENSG00000167792,ENSG00000213619,ENSG00000151726,ENSG00000168291,ENSG00000241837
GO:0006898	receptor-mediated endocytosis	0.0000018089910787371186	0.0000018089910787371186	+1	ENSG00000130203,ENSG00000118473,ENSG00000106976,ENSG00000116675,ENSG00000171105,ENSG00000073921,ENSG00000145335,ENSG00000132535,ENSG00000110395,ENSG00000165025,ENSG00000120885,ENSG00000006125,ENSG00000051382,ENSG00000160255,ENSG00000100599,ENSG00000125730,ENSG00000150093,ENSG00000065609,ENSG00000123384,ENSG00000130208,ENSG00000182718,ENSG00000110651,ENSG00000161203,ENSG00000169896
GO:0007269	neurotransmitter secretion	0.000002113445105968668	0.000002113445105968668	+1	ENSG00000159082,ENSG00000145335,ENSG00000168993,ENSG00000130477,ENSG00000149927,ENSG00000105649,ENSG00000176406,ENSG00000138078,ENSG00000136854,ENSG00000067715,ENSG00000186472,ENSG00000184702,ENSG00000106089,ENSG00000132639,ENSG00000081189,ENSG00000099365,ENSG00000089169,ENSG00000116266,ENSG00000157152,ENSG00000011347,ENSG00000134294
GO:0099643	signal release from synapse	0.000002113445105968668	0.000002113445105968668	+1	ENSG00000159082,ENSG00000145335,ENSG00000168993,ENSG00000130477,ENSG00000149927,ENSG00000105649,ENSG00000176406,ENSG00000138078,ENSG00000136854,ENSG00000067715,ENSG00000186472,ENSG00000184702,ENSG00000106089,ENSG00000132639,ENSG00000081189,ENSG00000099365,ENSG00000089169,ENSG00000116266,ENSG00000157152,ENSG00000011347,ENSG00000134294
GO:1901293	nucleoside phosphate biosynthetic process	0.0000024199114697660976	0.0000024199114697660976	+1	ENSG00000158864,ENSG00000130414,ENSG00000095970,ENSG00000139180,ENSG00000105607,ENSG00000091140,ENSG00000174886,ENSG00000023228,ENSG00000103485,ENSG00000100714,ENSG00000115286,ENSG00000073578,ENSG00000167325,ENSG00000167792,ENSG00000213619,ENSG00000151726,ENSG00000168291,ENSG00000241837
