GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0099003	vesicle-mediated transport in synapse	5.3432420704385975e-8	5.3432420704385975e-8	+1	ENSG00000159082,ENSG00000106976,ENSG00000065000,ENSG00000103723,ENSG00000116675,ENSG00000073921,ENSG00000176406,ENSG00000124507,ENSG00000145335,ENSG00000168993,ENSG00000130477,ENSG00000006125,ENSG00000157168,ENSG00000184702,ENSG00000065609,ENSG00000105649,ENSG00000136854,ENSG00000138078,ENSG00000186472,ENSG00000067715,ENSG00000161203,ENSG00000106089,ENSG00000079805,ENSG00000099365,ENSG00000132639,ENSG00000197959,ENSG00000011347,ENSG00000196961,ENSG00000008056
GO:0006909	phagocytosis	5.789548541395796e-8	5.789548541395796e-8	+1	ENSG00000197943,ENSG00000095970,ENSG00000064687,ENSG00000025434,ENSG00000244731,ENSG00000136869,ENSG00000150760,ENSG00000051523,ENSG00000165025,ENSG00000166428,ENSG00000149269,ENSG00000137462,ENSG00000160255,ENSG00000158869,ENSG00000141968,ENSG00000125730,ENSG00000134516,ENSG00000148180,ENSG00000167851,ENSG00000011600,ENSG00000150093,ENSG00000203805,ENSG00000254087,ENSG00000164136,ENSG00000123384,ENSG00000169896,ENSG00000123338,ENSG00000196776,ENSG00000081237,ENSG00000135046,ENSG00000110880,ENSG00000070495,ENSG00000177119,ENSG00000011347,ENSG00000101336,ENSG00000150337
GO:0042060	wound healing	7.474423666420785e-8	7.474423666420785e-8	+1	ENSG00000197943,ENSG00000130203,ENSG00000178209,ENSG00000172500,ENSG00000154229,ENSG00000136869,ENSG00000112562,ENSG00000130635,ENSG00000124782,ENSG00000100605,ENSG00000213719,ENSG00000165025,ENSG00000065361,ENSG00000112715,ENSG00000051382,ENSG00000149269,ENSG00000169313,ENSG00000157168,ENSG00000115956,ENSG00000134352,ENSG00000166949,ENSG00000149781,ENSG00000138814,ENSG00000158869,ENSG00000167397,ENSG00000104368,ENSG00000141968,ENSG00000124942,ENSG00000113578,ENSG00000150093,ENSG00000105649,ENSG00000254087,ENSG00000159176,ENSG00000136854,ENSG00000182718,ENSG00000109072,ENSG00000026508,ENSG00000132170,ENSG00000121879,ENSG00000135046,ENSG00000138685,ENSG00000161911,ENSG00000122194,ENSG00000116266,ENSG00000137076,ENSG00000106211,ENSG00000144339,ENSG00000177119,ENSG00000017427,ENSG00000011347
GO:0052547	regulation of peptidase activity	7.594523485241074e-8	7.594523485241074e-8	+1	ENSG00000273079,ENSG00000203710,ENSG00000103811,ENSG00000183454,ENSG00000055163,ENSG00000136717,ENSG00000073921,ENSG00000145335,ENSG00000165731,ENSG00000064300,ENSG00000169242,ENSG00000165025,ENSG00000112715,ENSG00000169855,ENSG00000168961,ENSG00000166949,ENSG00000197971,ENSG00000168610,ENSG00000084093,ENSG00000148180,ENSG00000152377,ENSG00000254087,ENSG00000123384,ENSG00000142208,ENSG00000186010,ENSG00000162511,ENSG00000147488,ENSG00000111640,ENSG00000109072,ENSG00000026508,ENSG00000132170,ENSG00000165280,ENSG00000100234,ENSG00000196104,ENSG00000075240,ENSG00000143546,ENSG00000163220,ENSG00000107742,ENSG00000116478,ENSG00000079387,ENSG00000136938,ENSG00000156709
GO:0071402	cellular response to lipoprotein particle stimulus	7.895767867675075e-8	7.895767867675075e-8	+1	ENSG00000130203,ENSG00000095970,ENSG00000136869,ENSG00000110651,ENSG00000127666,ENSG00000165025,ENSG00000198911,ENSG00000160255,ENSG00000158869,ENSG00000150093,ENSG00000142208,ENSG00000132170
GO:1903305	regulation of regulated secretory pathway	1.1738807758094618e-7	1.1738807758094618e-7	+1	ENSG00000176406,ENSG00000149927,ENSG00000165025,ENSG00000168961,ENSG00000103496,ENSG00000160255,ENSG00000084093,ENSG00000066336,ENSG00000167851,ENSG00000184702,ENSG00000105649,ENSG00000254087,ENSG00000136854,ENSG00000138078,ENSG00000067715,ENSG00000169896,ENSG00000123338,ENSG00000106089,ENSG00000019505,ENSG00000116266,ENSG00000011347,ENSG00000089169,ENSG00000173227,ENSG00000008056
GO:0032543	mitochondrial translation	1.2775920555100203e-7	1.2775920555100203e-7	+1	ENSG00000138095,ENSG00000116221,ENSG00000055950,ENSG00000175110,ENSG00000204568,ENSG00000180992,ENSG00000136897,ENSG00000135900,ENSG00000167862,ENSG00000178952,ENSG00000154719,ENSG00000175581,ENSG00000185608,ENSG00000169288,ENSG00000122140,ENSG00000173141,ENSG00000149792,ENSG00000259494,ENSG00000185414,ENSG00000181610,ENSG00000116898,ENSG00000262814,ENSG00000204822,ENSG00000182180,ENSG00000166902,ENSG00000137547,ENSG00000158042,ENSG00000132676,ENSG00000174547
GO:0045055	regulated exocytosis	1.7725135682123203e-7	1.7725135682123203e-7	+1	ENSG00000159082,ENSG00000176406,ENSG00000145335,ENSG00000149927,ENSG00000168993,ENSG00000165025,ENSG00000130477,ENSG00000168961,ENSG00000103496,ENSG00000115956,ENSG00000160255,ENSG00000084093,ENSG00000066336,ENSG00000167851,ENSG00000184702,ENSG00000105649,ENSG00000254087,ENSG00000136854,ENSG00000138078,ENSG00000186472,ENSG00000067715,ENSG00000169896,ENSG00000123338,ENSG00000106089,ENSG00000099365,ENSG00000132639,ENSG00000019505,ENSG00000116266,ENSG00000011347,ENSG00000089169,ENSG00000101336,ENSG00000173227,ENSG00000008056
GO:0019216	regulation of lipid metabolic process	2.244716890956898e-7	2.244716890956898e-7	+1	ENSG00000197943,ENSG00000130203,ENSG00000095970,ENSG00000103642,ENSG00000120915,ENSG00000064687,ENSG00000104763
GO:0010875	positive regulation of cholesterol efflux	2.513467823697101e-7	2.513467823697101e-7	+1	ENSG00000130203,ENSG00000095970,ENSG00000064687,ENSG00000141338,ENSG00000025434
GO:0099504	synaptic vesicle cycle	2.6149084203337985e-7	2.6149084203337985e-7	+1	ENSG00000159082,ENSG00000106976,ENSG00000065000,ENSG00000103723,ENSG00000116675,ENSG00000073921,ENSG00000176406,ENSG00000124507,ENSG00000145335,ENSG00000168993,ENSG00000130477,ENSG00000006125,ENSG00000184702,ENSG00000065609,ENSG00000105649,ENSG00000136854,ENSG00000138078,ENSG00000186472,ENSG00000067715,ENSG00000161203,ENSG00000106089,ENSG00000079805,ENSG00000099365,ENSG00000132639,ENSG00000197959
GO:0048589	developmental growth	4.6612425022189675e-7	4.6612425022189675e-7	+1	ENSG00000130203,ENSG00000171105,ENSG00000140575,ENSG00000131711,ENSG00000176406,ENSG00000145147,ENSG00000178568,ENSG00000078018,ENSG00000110651,ENSG00000109917,ENSG00000001617,ENSG00000130477,ENSG00000112715,ENSG00000081189,ENSG00000115310,ENSG00000184347,ENSG00000157168,ENSG00000162733,ENSG00000065320,ENSG00000170017,ENSG00000138814,ENSG00000176697,ENSG00000189058,ENSG00000182621,ENSG00000113578,ENSG00000137693,ENSG00000170989,ENSG00000188064,ENSG00000110492,ENSG00000067715,ENSG00000197746,ENSG00000130558,ENSG00000135046,ENSG00000187122,ENSG00000079805,ENSG00000138685,ENSG00000105894,ENSG00000124785
GO:0071404	cellular response to low-density lipoprotein particle stimulus	5.791267247672985e-7	5.791267247672985e-7	+1	ENSG00000095970,ENSG00000136869,ENSG00000110651,ENSG00000127666,ENSG00000165025,ENSG00000198911,ENSG00000160255,ENSG00000158869,ENSG00000150093,ENSG00000142208,ENSG00000132170
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	8.133922753856687e-7	8.133922753856687e-7	+1	ENSG00000197943,ENSG00000095970,ENSG00000135744,ENSG00000182578,ENSG00000178568,ENSG00000132535,ENSG00000180353,ENSG00000169242,ENSG00000112715,ENSG00000120899,ENSG00000138496,ENSG00000157168,ENSG00000134352,ENSG00000067182,ENSG00000087589,ENSG00000254087,ENSG00000164136,ENSG00000111859,ENSG00000019991,ENSG00000109072,ENSG00000184349,ENSG00000026508,ENSG00000081237,ENSG00000109670,ENSG00000019582,ENSG00000116584,ENSG00000017427,ENSG00000150337
GO:0032368	regulation of lipid transport	8.70886120753885e-7	8.70886120753885e-7	+1	ENSG00000130203,ENSG00000095970,ENSG00000064687,ENSG00000141338,ENSG00000135744,ENSG00000025434,ENSG00000130208,ENSG00000165025,ENSG00000198911,ENSG00000111684,ENSG00000151726,ENSG00000169174,ENSG00000186951,ENSG00000155368,ENSG00000186350,ENSG00000100906,ENSG00000123384,ENSG00000142208,ENSG00000182718,ENSG00000132170,ENSG00000131408,ENSG00000137869,ENSG00000120088,ENSG00000147571
GO:0010950	positive regulation of endopeptidase activity	9.309197934795562e-7	9.309197934795562e-7	+1	ENSG00000273079,ENSG00000203710,ENSG00000183454,ENSG00000055163,ENSG00000073921,ENSG00000145335,ENSG00000165731,ENSG00000064300,ENSG00000169242,ENSG00000165025,ENSG00000169855,ENSG00000168961,ENSG00000166949,ENSG00000197971,ENSG00000168610,ENSG00000084093,ENSG00000148180,ENSG00000254087,ENSG00000186010,ENSG00000162511,ENSG00000147488,ENSG00000132170,ENSG00000165280,ENSG00000075240,ENSG00000143546,ENSG00000163220,ENSG00000079387,ENSG00000136938,ENSG00000156709
GO:0002263	cell activation involved in immune response	0.0000010843039824539275	0.0000010843039824539275	+1	ENSG00000197943,ENSG00000095970,ENSG00000196126,ENSG00000204287,ENSG00000203710,ENSG00000242574,ENSG00000110651,ENSG00000135077,ENSG00000165025,ENSG00000120899,ENSG00000168961,ENSG00000168329,ENSG00000103496,ENSG00000134352,ENSG00000090339,ENSG00000168610,ENSG00000160255,ENSG00000158869,ENSG00000134516,ENSG00000136167,ENSG00000066336,ENSG00000167851,ENSG00000011600,ENSG00000144802,ENSG00000239998,ENSG00000254087,ENSG00000123384,ENSG00000110492,ENSG00000169896,ENSG00000123338,ENSG00000100060
GO:0010952	positive regulation of peptidase activity	0.0000011773269909716514	0.0000011773269909716514	+1	ENSG00000273079,ENSG00000203710,ENSG00000103811,ENSG00000183454,ENSG00000055163,ENSG00000073921,ENSG00000145335,ENSG00000165731,ENSG00000064300,ENSG00000169242,ENSG00000165025,ENSG00000169855,ENSG00000168961,ENSG00000166949,ENSG00000197971,ENSG00000168610,ENSG00000084093,ENSG00000148180,ENSG00000254087,ENSG00000186010,ENSG00000162511,ENSG00000147488,ENSG00000132170,ENSG00000165280,ENSG00000075240,ENSG00000143546,ENSG00000163220,ENSG00000079387,ENSG00000136938,ENSG00000156709
GO:0006898	receptor-mediated endocytosis	0.0000014740965549970393	0.0000014740965549970393	+1	ENSG00000130203,ENSG00000106976,ENSG00000118473,ENSG00000100599,ENSG00000171105,ENSG00000116675,ENSG00000070371,ENSG00000130208,ENSG00000073921,ENSG00000145335,ENSG00000132535,ENSG00000110395,ENSG00000110651,ENSG00000165025,ENSG00000120885,ENSG00000112715,ENSG00000051382,ENSG00000006125,ENSG00000169174,ENSG00000157168,ENSG00000160255,ENSG00000158869,ENSG00000125730,ENSG00000150093,ENSG00000065609,ENSG00000123384,ENSG00000182718,ENSG00000109072,ENSG00000169896,ENSG00000161203,ENSG00000079805,ENSG00000088827,ENSG00000080371,ENSG00000197959
GO:0009060	aerobic respiration	0.0000015891338901221494	0.0000015891338901221494	+1	ENSG00000158864,ENSG00000130414,ENSG00000174886,ENSG00000139180,ENSG00000126267,ENSG00000023228,ENSG00000115286,ENSG00000169021,ENSG00000073578,ENSG00000145335,ENSG00000167792,ENSG00000112992,ENSG00000131143,ENSG00000213619,ENSG00000241837,ENSG00000146701,ENSG00000168291,ENSG00000146729,ENSG00000186010,ENSG00000176046,ENSG00000145494,ENSG00000156467,ENSG00000100412,ENSG00000135940,ENSG00000165280,ENSG00000135441,ENSG00000162433,ENSG00000014641,ENSG00000140740,ENSG00000062485,ENSG00000010256
GO:0010874	regulation of cholesterol efflux	0.0000017564369487584932	0.0000017564369487584932	+1	ENSG00000130203,ENSG00000095970,ENSG00000064687,ENSG00000141338,ENSG00000025434
GO:0050804	modulation of chemical synaptic transmission	0.0000019510862278901613	0.0000019510862278901613	+1	ENSG00000130203,ENSG00000273079,ENSG00000159640,ENSG00000183454,ENSG00000197283,ENSG00000187672,ENSG00000176406,ENSG00000132535,ENSG00000168993,ENSG00000148053,ENSG00000141837,ENSG00000130477,ENSG00000081189,ENSG00000120899,ENSG00000168329,ENSG00000103496,ENSG00000138814,ENSG00000176697,ENSG00000128564,ENSG00000011600,ENSG00000184702,ENSG00000150093,ENSG00000105649,ENSG00000136854,ENSG00000117600,ENSG00000138078,ENSG00000067715,ENSG00000165917,ENSG00000144290,ENSG00000152413,ENSG00000006210,ENSG00000120251,ENSG00000168309,ENSG00000105894,ENSG00000099365,ENSG00000109756,ENSG00000011347,ENSG00000118160,ENSG00000134294,ENSG00000125675,ENSG00000102003,ENSG00000008056
GO:0032373	positive regulation of sterol transport	0.000002057359579254999	0.000002057359579254999	+1	ENSG00000130203,ENSG00000095970,ENSG00000064687,ENSG00000141338,ENSG00000025434
GO:0032376	positive regulation of cholesterol transport	0.000002057359579254999	0.000002057359579254999	+1	ENSG00000130203,ENSG00000095970,ENSG00000064687,ENSG00000141338,ENSG00000025434
GO:0099177	regulation of trans-synaptic signaling	0.0000021993002552845366	0.0000021993002552845366	+1	ENSG00000130203,ENSG00000273079,ENSG00000159640,ENSG00000183454,ENSG00000197283,ENSG00000187672,ENSG00000176406,ENSG00000132535,ENSG00000168993,ENSG00000148053,ENSG00000141837,ENSG00000130477,ENSG00000081189,ENSG00000120899,ENSG00000168329,ENSG00000103496,ENSG00000138814,ENSG00000176697,ENSG00000128564,ENSG00000011600,ENSG00000184702,ENSG00000150093,ENSG00000105649,ENSG00000136854,ENSG00000117600,ENSG00000138078,ENSG00000067715,ENSG00000165917,ENSG00000144290,ENSG00000152413,ENSG00000006210,ENSG00000120251,ENSG00000168309,ENSG00000105894,ENSG00000099365,ENSG00000109756,ENSG00000011347,ENSG00000118160,ENSG00000134294,ENSG00000125675,ENSG00000102003,ENSG00000008056
GO:0006887	exocytosis	0.0000021993002552845366	0.0000021993002552845366	+1	ENSG00000159082,ENSG00000176406,ENSG00000145335,ENSG00000149927,ENSG00000168993,ENSG00000073969,ENSG00000165025,ENSG00000130477,ENSG00000168961,ENSG00000163618,ENSG00000124145,ENSG00000103496,ENSG00000167994,ENSG00000115956,ENSG00000041353,ENSG00000160255,ENSG00000084093,ENSG00000066336,ENSG00000167851,ENSG00000145087,ENSG00000184702,ENSG00000105649,ENSG00000254087,ENSG00000136854,ENSG00000138078,ENSG00000182718,ENSG00000186472,ENSG00000067715,ENSG00000169896,ENSG00000123338,ENSG00000106089,ENSG00000135046,ENSG00000099365,ENSG00000132639,ENSG00000080371,ENSG00000019505,ENSG00000116266,ENSG00000011347,ENSG00000089169,ENSG00000101336,ENSG00000173227,ENSG00000008056
GO:0045807	positive regulation of endocytosis	0.000002313170155920138	0.000002313170155920138	+1	ENSG00000197943,ENSG00000130203,ENSG00000095970,ENSG00000064687,ENSG00000118473,ENSG00000171105,ENSG00000244731,ENSG00000145335,ENSG00000051523,ENSG00000110395,ENSG00000120885,ENSG00000112715,ENSG00000169174,ENSG00000158869,ENSG00000125730,ENSG00000134516,ENSG00000164136,ENSG00000123384,ENSG00000182718,ENSG00000109072,ENSG00000123338,ENSG00000196776,ENSG00000081237,ENSG00000080371
GO:0050900	leukocyte migration	0.0000025218689387786724	0.0000025218689387786724	+1	ENSG00000095970,ENSG00000107099,ENSG00000100599,ENSG00000182578,ENSG00000145147,ENSG00000137845,ENSG00000165731,ENSG00000110651,ENSG00000184371,ENSG00000165025,ENSG00000072786,ENSG00000112715,ENSG00000120899,ENSG00000169313,ENSG00000168961,ENSG00000115310,ENSG00000168329,ENSG00000117115,ENSG00000090339,ENSG00000160255,ENSG00000158869,ENSG00000189058,ENSG00000167851,ENSG00000182621,ENSG00000133800,ENSG00000150093,ENSG00000254087,ENSG00000170989,ENSG00000111859,ENSG00000142208,ENSG00000110492,ENSG00000100030,ENSG00000102755,ENSG00000123338,ENSG00000006210,ENSG00000196776,ENSG00000135046,ENSG00000105894,ENSG00000087470,ENSG00000143546,ENSG00000163220,ENSG00000019582
GO:0002366	leukocyte activation involved in immune response	0.0000026047605084141008	0.0000026047605084141008	+1	ENSG00000197943,ENSG00000095970,ENSG00000196126,ENSG00000204287,ENSG00000203710,ENSG00000242574,ENSG00000110651,ENSG00000135077,ENSG00000165025,ENSG00000120899,ENSG00000168961,ENSG00000168329,ENSG00000103496,ENSG00000134352,ENSG00000090339,ENSG00000168610,ENSG00000160255,ENSG00000158869,ENSG00000134516,ENSG00000136167,ENSG00000066336,ENSG00000167851,ENSG00000011600,ENSG00000144802,ENSG00000239998,ENSG00000254087,ENSG00000110492,ENSG00000169896,ENSG00000123338,ENSG00000100060
GO:0001667	ameboidal-type cell migration	0.0000026909862966267976	0.0000026909862966267976	+1	ENSG00000197943,ENSG00000130203,ENSG00000135744,ENSG00000103811,ENSG00000140575,ENSG00000154229,ENSG00000112562,ENSG00000164619,ENSG00000150760,ENSG00000145147,ENSG00000178568,ENSG00000124782,ENSG00000001617,ENSG00000048052,ENSG00000146122,ENSG00000152661,ENSG00000112715,ENSG00000051382,ENSG00000081189,ENSG00000120899,ENSG00000169855,ENSG00000115310,ENSG00000162733,ENSG00000197256,ENSG00000144724,ENSG00000153233,ENSG00000185591,ENSG00000111961,ENSG00000113578,ENSG00000150093,ENSG00000079308,ENSG00000142208,ENSG00000132170,ENSG00000121879,ENSG00000141646,ENSG00000168615,ENSG00000111348,ENSG00000135046,ENSG00000138685,ENSG00000105220,ENSG00000105894,ENSG00000110880
GO:0050730	regulation of peptidyl-tyrosine phosphorylation	0.0000030485108943529587	0.0000030485108943529587	+1	ENSG00000197943,ENSG00000095970,ENSG00000135744,ENSG00000182578,ENSG00000178568,ENSG00000132535,ENSG00000180353,ENSG00000169242,ENSG00000112715,ENSG00000120899,ENSG00000138496,ENSG00000111679,ENSG00000157168,ENSG00000134352,ENSG00000160255,ENSG00000104332,ENSG00000167851,ENSG00000067182,ENSG00000087589,ENSG00000254087,ENSG00000164136,ENSG00000111859,ENSG00000019991,ENSG00000109072,ENSG00000184349,ENSG00000026508
GO:0051897	positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	0.0000040859103735331526	0.0000040859103735331526	+1	ENSG00000095970,ENSG00000135744,ENSG00000171105,ENSG00000140443,ENSG00000182578,ENSG00000110395,ENSG00000165731,ENSG00000180353,ENSG00000065361,ENSG00000148053,ENSG00000112715,ENSG00000120899,ENSG00000169313,ENSG00000115310,ENSG00000111679,ENSG00000168329,ENSG00000162733,ENSG00000155629,ENSG00000150093,ENSG00000087589,ENSG00000019991,ENSG00000102755,ENSG00000121879,ENSG00000006210,ENSG00000138685,ENSG00000169047,ENSG00000164050,ENSG00000017427,ENSG00000011465
GO:0045333	cellular respiration	0.000004829255640412347	0.000004829255640412347	+1	ENSG00000158864,ENSG00000130414,ENSG00000174886,ENSG00000139180,ENSG00000126267,ENSG00000140374,ENSG00000023228,ENSG00000115286,ENSG00000169021,ENSG00000073578,ENSG00000145335,ENSG00000167792,ENSG00000112992,ENSG00000131143,ENSG00000213619,ENSG00000241837,ENSG00000146701,ENSG00000185436,ENSG00000168291,ENSG00000146729,ENSG00000186010,ENSG00000176046,ENSG00000145494,ENSG00000156467,ENSG00000100412,ENSG00000135940,ENSG00000165280,ENSG00000135441,ENSG00000162433,ENSG00000014641,ENSG00000140740,ENSG00000062485,ENSG00000010256
