GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0006898	receptor-mediated endocytosis	5.86147083302683e-18	5.86147083302683e-18	+1	ENSG00000145335,ENSG00000116675,ENSG00000151577,ENSG00000138246,ENSG00000143393,ENSG00000115020,ENSG00000141367,ENSG00000161203,ENSG00000138756,ENSG00000051382,ENSG00000042753,ENSG00000131238,ENSG00000123384,ENSG00000169252,ENSG00000178950,ENSG00000061938,ENSG00000135047,ENSG00000100151,ENSG00000127022,ENSG00000130203,ENSG00000130787,ENSG00000131374,ENSG00000204842,ENSG00000182718,ENSG00000168461,ENSG00000115977,ENSG00000138760,ENSG00000130234,ENSG00000171105,ENSG00000130208,ENSG00000085733,ENSG00000072694,ENSG00000185359,ENSG00000107331,ENSG00000106976,ENSG00000069869,ENSG00000127946,ENSG00000007908,ENSG00000144476,ENSG00000087053,ENSG00000038945,ENSG00000188603,ENSG00000137642,ENSG00000106366,ENSG00000197635,ENSG00000105974,ENSG00000112715,ENSG00000169429,ENSG00000169174,ENSG00000091513,ENSG00000197959,ENSG00000120885,ENSG00000010704,ENSG00000138798,ENSG00000106299,ENSG00000102081,ENSG00000072274,ENSG00000146648,ENSG00000104921,ENSG00000185652,ENSG00000110680,ENSG00000169896,ENSG00000113520,ENSG00000181092,ENSG00000171388,ENSG00000136238,ENSG00000106327,ENSG00000073921,ENSG00000163956,ENSG00000205726,ENSG00000132535,ENSG00000166710,ENSG00000100077,ENSG00000010278,ENSG00000137077,ENSG00000154188,ENSG00000075429,ENSG00000077044,ENSG00000132329,ENSG00000163464,ENSG00000196923,ENSG00000130340,ENSG00000130561,ENSG00000162341,ENSG00000107984,ENSG00000079805,ENSG00000107611,ENSG00000260314,ENSG00000065609,ENSG00000165527,ENSG00000142408,ENSG00000006125,ENSG00000019169,ENSG00000112964,ENSG00000150093,ENSG00000197081,ENSG00000177885,ENSG00000157168,ENSG00000137312,ENSG00000162139,ENSG00000010327,ENSG00000125730,ENSG00000142798,ENSG00000070018,ENSG00000105971,ENSG00000110245,ENSG00000198825,ENSG00000130164,ENSG00000165025,ENSG00000141480,ENSG00000158869,ENSG00000154342,ENSG00000138138,ENSG00000198719,ENSG00000187391,ENSG00000180871,ENSG00000144566,ENSG00000109072,ENSG00000160255,ENSG00000078747
GO:0032409	regulation of transporter activity	5.9198539587235716e-18	5.9198539587235716e-18	+1	ENSG00000145335,ENSG00000149295,ENSG00000069696,ENSG00000133019,ENSG00000150594,ENSG00000198648,ENSG00000120088,ENSG00000137275,ENSG00000169252,ENSG00000145349,ENSG00000112038,ENSG00000196632,ENSG00000137193,ENSG00000141503,ENSG00000148834,ENSG00000157388,ENSG00000198626,ENSG00000171132,ENSG00000077522,ENSG00000130234,ENSG00000168959,ENSG00000189056,ENSG00000171867,ENSG00000198929,ENSG00000132170,ENSG00000189043,ENSG00000177098,ENSG00000053918,ENSG00000197386,ENSG00000161681,ENSG00000151150,ENSG00000179915,ENSG00000187446,ENSG00000069869,ENSG00000085563,ENSG00000089250,ENSG00000166664,ENSG00000142192,ENSG00000088832,ENSG00000196296,ENSG00000186350,ENSG00000105711,ENSG00000182389,ENSG00000180509,ENSG00000099625,ENSG00000196517,ENSG00000005421,ENSG00000105974,ENSG00000145362,ENSG00000169174,ENSG00000062716,ENSG00000175206,ENSG00000075624,ENSG00000095970,ENSG00000130427,ENSG00000100985,ENSG00000239732,ENSG00000102081,ENSG00000171791,ENSG00000215021,ENSG00000152413,ENSG00000108691,ENSG00000220205,ENSG00000075711,ENSG00000155962,ENSG00000069482,ENSG00000121807,ENSG00000118515,ENSG00000196730,ENSG00000131507,ENSG00000111537,ENSG00000147571,ENSG00000163932,ENSG00000165238,ENSG00000135018,ENSG00000186439,ENSG00000181092,ENSG00000171631,ENSG00000078401,ENSG00000167323,ENSG00000134443,ENSG00000014216,ENSG00000163131,ENSG00000081189,ENSG00000254647,ENSG00000063176,ENSG00000049759,ENSG00000132535,ENSG00000116030,ENSG00000001626,ENSG00000138495,ENSG00000075429,ENSG00000128245,ENSG00000120899,ENSG00000198947,ENSG00000069966,ENSG00000142408,ENSG00000169282,ENSG00000185482,ENSG00000146729,ENSG00000150093,ENSG00000143933,ENSG00000165995
GO:2001242	regulation of intrinsic apoptotic signaling pathway	9.16813882513112e-18	9.16813882513112e-18	+1	ENSG00000188906,ENSG00000185345,ENSG00000158828,ENSG00000116288,ENSG00000100225,ENSG00000115317,ENSG00000141510,ENSG00000196396,ENSG00000010810,ENSG00000100644,ENSG00000117862,ENSG00000129355,ENSG00000142208,ENSG00000071051,ENSG00000158941,ENSG00000011422,ENSG00000213619,ENSG00000186010,ENSG00000072694,ENSG00000083799,ENSG00000198836,ENSG00000144476,ENSG00000291237,ENSG00000142168,ENSG00000116044,ENSG00000112299,ENSG00000087088,ENSG00000105974,ENSG00000096717,ENSG00000095970,ENSG00000130427,ENSG00000100985,ENSG00000120885,ENSG00000171791,ENSG00000196470,ENSG00000143384,ENSG00000087470,ENSG00000128272,ENSG00000131871,ENSG00000108387,ENSG00000100219,ENSG00000107562,ENSG00000162298,ENSG00000139644,ENSG00000185624,ENSG00000051108,ENSG00000136997,ENSG00000135018,ENSG00000171552,ENSG00000175197,ENSG00000166170,ENSG00000170315,ENSG00000026508,ENSG00000105327,ENSG00000153094,ENSG00000172071,ENSG00000106211,ENSG00000197122,ENSG00000163220,ENSG00000163132,ENSG00000254647,ENSG00000214253,ENSG00000204389,ENSG00000143546,ENSG00000182866,ENSG00000149273,ENSG00000019549,ENSG00000119401,ENSG00000109670,ENSG00000074800,ENSG00000135679,ENSG00000240972,ENSG00000019582,ENSG00000004487,ENSG00000126581
GO:0010959	regulation of metal ion transport	1.0063168511268853e-17	1.0063168511268853e-17	+1	ENSG00000145335,ENSG00000176884,ENSG00000149295,ENSG00000151577,ENSG00000069696,ENSG00000116032,ENSG00000184845,ENSG00000150594,ENSG00000183873,ENSG00000163399,ENSG00000198648,ENSG00000120088,ENSG00000120910,ENSG00000010810,ENSG00000145349,ENSG00000105383,ENSG00000203805,ENSG00000196632,ENSG00000221823,ENSG00000198183,ENSG00000148834,ENSG00000157388,ENSG00000151067,ENSG00000198626,ENSG00000115041,ENSG00000067191,ENSG00000171132,ENSG00000126266,ENSG00000077522,ENSG00000107758,ENSG00000113721,ENSG00000160460,ENSG00000171867,ENSG00000198929,ENSG00000080709,ENSG00000184588,ENSG00000177098,ENSG00000113448,ENSG00000053918,ENSG00000197386,ENSG00000177455,ENSG00000070961,ENSG00000069424,ENSG00000151150,ENSG00000187446,ENSG00000069869,ENSG00000089250,ENSG00000088832,ENSG00000196296,ENSG00000105711,ENSG00000182389,ENSG00000052344,ENSG00000180509,ENSG00000099625,ENSG00000109501,ENSG00000010610,ENSG00000105974,ENSG00000145362,ENSG00000006210,ENSG00000169174,ENSG00000062716,ENSG00000091513,ENSG00000175206,ENSG00000089041,ENSG00000095970,ENSG00000146469,ENSG00000130427,ENSG00000239732,ENSG00000010704,ENSG00000138798,ENSG00000102081,ENSG00000171791,ENSG00000131981,ENSG00000105697,ENSG00000152413,ENSG00000169245,ENSG00000108691,ENSG00000110680,ENSG00000220205,ENSG00000075711,ENSG00000155962,ENSG00000213585,ENSG00000069482,ENSG00000164850,ENSG00000111537,ENSG00000107562,ENSG00000139644,ENSG00000165238,ENSG00000271503,ENSG00000135018,ENSG00000186439,ENSG00000181104,ENSG00000171631,ENSG00000172349,ENSG00000167323,ENSG00000187258,ENSG00000173163,ENSG00000154096,ENSG00000136717,ENSG00000134443,ENSG00000168036,ENSG00000134817,ENSG00000144935,ENSG00000063176,ENSG00000204713,ENSG00000049759,ENSG00000166710,ENSG00000135124,ENSG00000132376
GO:1902893	regulation of miRNA transcription	1.8737278174111082e-17	1.8737278174111082e-17	+1	ENSG00000141510,ENSG00000072310,ENSG00000173039,ENSG00000175592,ENSG00000066336,ENSG00000168874,ENSG00000147862,ENSG00000113580,ENSG00000168610,ENSG00000100644,ENSG00000125398,ENSG00000129514,ENSG00000132170,ENSG00000091831,ENSG00000186951,ENSG00000064300,ENSG00000232810,ENSG00000172179,ENSG00000112715,ENSG00000136634,ENSG00000120738,ENSG00000084093,ENSG00000138685,ENSG00000092969,ENSG00000112033,ENSG00000146648,ENSG00000136826,ENSG00000177606,ENSG00000170345,ENSG00000136997,ENSG00000074181,ENSG00000118689,ENSG00000171388,ENSG00000135744,ENSG00000166949,ENSG00000007372,ENSG00000196700,ENSG00000134323,ENSG00000179348,ENSG00000107485,ENSG00000134250,ENSG00000164362,ENSG00000112658,ENSG00000169083,ENSG00000131759,ENSG00000125378,ENSG00000122691
GO:0048660	regulation of smooth muscle cell proliferation	2.229932533288316e-17	2.229932533288316e-17	+1	ENSG00000124762,ENSG00000145675,ENSG00000130203,ENSG00000142208,ENSG00000140416,ENSG00000107779,ENSG00000113721,ENSG00000132170,ENSG00000109819,ENSG00000136244,ENSG00000291237,ENSG00000232810,ENSG00000017427,ENSG00000006210,ENSG00000125845,ENSG00000214274,ENSG00000100292,ENSG00000146469,ENSG00000136634,ENSG00000100985,ENSG00000171862,ENSG00000007952,ENSG00000138685,ENSG00000189058,ENSG00000152661,ENSG00000178607,ENSG00000177606,ENSG00000116478,ENSG00000116604,ENSG00000164850,ENSG00000111537,ENSG00000100219,ENSG00000204472,ENSG00000087245,ENSG00000271503,ENSG00000167085,ENSG00000181092,ENSG00000150782,ENSG00000171631,ENSG00000171388,ENSG00000130816,ENSG00000185532,ENSG00000150593,ENSG00000078401,ENSG00000116688,ENSG00000168036,ENSG00000081189,ENSG00000137801,ENSG00000160712,ENSG00000111276,ENSG00000115461,ENSG00000124882,ENSG00000135312,ENSG00000119508,ENSG00000115415
GO:0060078	regulation of postsynaptic membrane potential	2.3733439048062255e-17	2.3733439048062255e-17	+1	ENSG00000188906,ENSG00000176884,ENSG00000149295,ENSG00000183454,ENSG00000069696,ENSG00000273079,ENSG00000105464,ENSG00000161509,ENSG00000082701,ENSG00000101204,ENSG00000109158,ENSG00000011677,ENSG00000113327,ENSG00000022355,ENSG00000163285,ENSG00000186297,ENSG00000182256,ENSG00000151834,ENSG00000102287,ENSG00000145863
GO:0052548	regulation of endopeptidase activity	3.682944990716547e-17	3.682944990716547e-17	+1	ENSG00000159363,ENSG00000145335,ENSG00000116288,ENSG00000186868,ENSG00000183454,ENSG00000273079,ENSG00000147889,ENSG00000115317,ENSG00000010810,ENSG00000130787,ENSG00000105993,ENSG00000233276,ENSG00000168610,ENSG00000129355,ENSG00000096968,ENSG00000142208,ENSG00000012223,ENSG00000011422,ENSG00000078081,ENSG00000132170,ENSG00000134318,ENSG00000186010,ENSG00000064300,ENSG00000197971,ENSG00000146216,ENSG00000127946,ENSG00000114023,ENSG00000232810,ENSG00000106366,ENSG00000189403,ENSG00000087088,ENSG00000165731,ENSG00000112715,ENSG00000153113,ENSG00000096717,ENSG00000100985,ENSG00000084093,ENSG00000110911,ENSG00000249437,ENSG00000144746,ENSG00000197442,ENSG00000117984,ENSG00000101966,ENSG00000064012,ENSG00000136826,ENSG00000172115,ENSG00000120868,ENSG00000116478,ENSG00000101200,ENSG00000196730,ENSG00000090432,ENSG00000111640,ENSG00000164850,ENSG00000204305,ENSG00000137752,ENSG00000104312,ENSG00000136997,ENSG00000169242,ENSG00000181104,ENSG00000100600,ENSG00000165280,ENSG00000026508,ENSG00000105327,ENSG00000153094,ENSG00000132906,ENSG00000144381,ENSG00000181449,ENSG00000172071,ENSG00000197122,ENSG00000158125,ENSG00000163568,ENSG00000117560,ENSG00000136717,ENSG00000163220,ENSG00000166949,ENSG00000073921,ENSG00000172243,ENSG00000214253,ENSG00000002330,ENSG00000102265,ENSG00000091592,ENSG00000240583,ENSG00000103423,ENSG00000143546,ENSG00000168961,ENSG00000091106,ENSG00000240065,ENSG00000204264,ENSG00000137801,ENSG00000182866,ENSG00000149273,ENSG00000143590,ENSG00000168040
GO:0061614	miRNA transcription	5.5014305800202926e-17	5.5014305800202926e-17	+1	ENSG00000141510,ENSG00000072310,ENSG00000173039,ENSG00000175592,ENSG00000066336,ENSG00000168874,ENSG00000147862,ENSG00000113580,ENSG00000168610,ENSG00000100644,ENSG00000125398,ENSG00000129514,ENSG00000132170,ENSG00000091831,ENSG00000186951,ENSG00000064300,ENSG00000232810,ENSG00000172179,ENSG00000112715,ENSG00000136634,ENSG00000120738,ENSG00000084093,ENSG00000138685,ENSG00000092969,ENSG00000112033,ENSG00000146648,ENSG00000136826,ENSG00000177606,ENSG00000170345,ENSG00000136997,ENSG00000074181,ENSG00000118689,ENSG00000171388,ENSG00000135744,ENSG00000166949,ENSG00000007372,ENSG00000196700,ENSG00000134323,ENSG00000179348,ENSG00000107485,ENSG00000134250,ENSG00000164362,ENSG00000112658,ENSG00000169083,ENSG00000131759,ENSG00000125378,ENSG00000122691
GO:1904062	regulation of monoatomic cation transmembrane transport	5.598161417323536e-17	5.598161417323536e-17	+1	ENSG00000145335,ENSG00000176884,ENSG00000149295,ENSG00000183454,ENSG00000069696,ENSG00000273079,ENSG00000105464,ENSG00000161509,ENSG00000184845,ENSG00000150594,ENSG00000183873,ENSG00000198648,ENSG00000120088,ENSG00000120910,ENSG00000010810,ENSG00000145349,ENSG00000196632,ENSG00000221823,ENSG00000198183,ENSG00000148834,ENSG00000157388,ENSG00000151067,ENSG00000198626,ENSG00000115041,ENSG00000067191,ENSG00000171132,ENSG00000077522,ENSG00000107758,ENSG00000171867,ENSG00000198929,ENSG00000080709,ENSG00000184588,ENSG00000189043,ENSG00000177098,ENSG00000113448,ENSG00000053918,ENSG00000197386,ENSG00000177455,ENSG00000069424,ENSG00000151150,ENSG00000187446,ENSG00000069869,ENSG00000089250,ENSG00000166664,ENSG00000088832,ENSG00000196296,ENSG00000105711,ENSG00000182389,ENSG00000180509,ENSG00000099625,ENSG00000105974,ENSG00000145362,ENSG00000006210,ENSG00000169174,ENSG00000062716,ENSG00000175206,ENSG00000089041,ENSG00000095970,ENSG00000130427,ENSG00000100985,ENSG00000239732,ENSG00000102081,ENSG00000105697,ENSG00000215021,ENSG00000152413,ENSG00000169245,ENSG00000110680,ENSG00000220205,ENSG00000075711,ENSG00000155962,ENSG00000213585,ENSG00000069482,ENSG00000164850,ENSG00000111537,ENSG00000139644,ENSG00000165238,ENSG00000135018,ENSG00000186439,ENSG00000181104,ENSG00000171631,ENSG00000078401,ENSG00000167323,ENSG00000187258,ENSG00000173163,ENSG00000154096,ENSG00000136717,ENSG00000134443,ENSG00000163131,ENSG00000134817,ENSG00000144935,ENSG00000063176,ENSG00000049759,ENSG00000135124,ENSG00000116030,ENSG00000183023,ENSG00000138495,ENSG00000128245,ENSG00000143801,ENSG00000120899,ENSG00000198947,ENSG00000069966,ENSG00000138814,ENSG00000169282,ENSG00000185482,ENSG00000146729,ENSG00000150093,ENSG00000143933,ENSG00000165995,ENSG00000169248,ENSG00000138741,ENSG00000178623,ENSG00000127533,ENSG00000108179,ENSG00000055118
GO:2000628	regulation of miRNA metabolic process	7.607259560470785e-17	7.607259560470785e-17	+1	ENSG00000141510,ENSG00000072310,ENSG00000173039,ENSG00000175592,ENSG00000066336,ENSG00000168874,ENSG00000147862,ENSG00000113580,ENSG00000168610,ENSG00000100644,ENSG00000125398,ENSG00000129514,ENSG00000112531,ENSG00000132170,ENSG00000091831,ENSG00000186951,ENSG00000064300,ENSG00000109320,ENSG00000232810,ENSG00000172179,ENSG00000112715,ENSG00000245532,ENSG00000136634,ENSG00000120738,ENSG00000084093,ENSG00000138685,ENSG00000092969,ENSG00000112033,ENSG00000146648,ENSG00000136826,ENSG00000177606,ENSG00000170345,ENSG00000136997,ENSG00000074181,ENSG00000118689,ENSG00000171388,ENSG00000135744,ENSG00000166949,ENSG00000007372,ENSG00000196700,ENSG00000134323,ENSG00000179348,ENSG00000174775,ENSG00000107485,ENSG00000134250,ENSG00000214655,ENSG00000164362,ENSG00000112658,ENSG00000169083,ENSG00000131759,ENSG00000125378,ENSG00000122691
GO:0007214	gamma-aminobutyric acid signaling pathway	7.899409952489868e-17	7.899409952489868e-17	+1	ENSG00000163288,ENSG00000109158,ENSG00000011677,ENSG00000113327,ENSG00000022355,ENSG00000166206,ENSG00000163285,ENSG00000186297,ENSG00000182256,ENSG00000151834,ENSG00000187730,ENSG00000102287,ENSG00000145864,ENSG00000145863
GO:0046883	regulation of hormone secretion	7.987726876632865e-17	7.987726876632865e-17	+1	ENSG00000185345,ENSG00000184381,ENSG00000149295,ENSG00000150594,ENSG00000147246,ENSG00000134640,ENSG00000132639,ENSG00000120088,ENSG00000068366,ENSG00000100151,ENSG00000174672,ENSG00000137288,ENSG00000144891,ENSG00000126266,ENSG00000106633,ENSG00000107758,ENSG00000173175,ENSG00000142330,ENSG00000103496,ENSG00000012504,ENSG00000132170,ENSG00000137869,ENSG00000136244,ENSG00000185950,ENSG00000187486,ENSG00000142615,ENSG00000232810,ENSG00000115263,ENSG00000125538,ENSG00000115138,ENSG00000157017,ENSG00000084093,ENSG00000196126,ENSG00000010704,ENSG00000007171,ENSG00000134852,ENSG00000141433,ENSG00000169047,ENSG00000152661,ENSG00000118785,ENSG00000069482,ENSG00000128342,ENSG00000133794,ENSG00000126368,ENSG00000164850,ENSG00000111537,ENSG00000147571,ENSG00000100604,ENSG00000182782,ENSG00000167470,ENSG00000170893,ENSG00000150907,ENSG00000163394,ENSG00000163794,ENSG00000271503,ENSG00000156026,ENSG00000198843,ENSG00000159224,ENSG00000078401,ENSG00000135744,ENSG00000106089,ENSG00000101076,ENSG00000134443,ENSG00000106327,ENSG00000077463,ENSG00000081760,ENSG00000254647,ENSG00000002330,ENSG00000125798,ENSG00000135046,ENSG00000001626,ENSG00000112293,ENSG00000012779,ENSG00000148672,ENSG00000171316,ENSG00000138796,ENSG00000184349,ENSG00000132326,ENSG00000162992,ENSG00000089060,ENSG00000118640,ENSG00000166922,ENSG00000130529,ENSG00000162009,ENSG00000010310,ENSG00000126262,ENSG00000125618,ENSG00000118702
GO:0048659	smooth muscle cell proliferation	1.0307045382937862e-16	1.0307045382937862e-16	+1	ENSG00000124762,ENSG00000145675,ENSG00000130203,ENSG00000142208,ENSG00000140416,ENSG00000107779,ENSG00000113721,ENSG00000132170,ENSG00000109819,ENSG00000136244,ENSG00000291237,ENSG00000232810,ENSG00000017427,ENSG00000006210,ENSG00000125845,ENSG00000214274,ENSG00000100292,ENSG00000146469,ENSG00000136634,ENSG00000100985,ENSG00000171862,ENSG00000007952,ENSG00000138685,ENSG00000189058,ENSG00000152661,ENSG00000178607,ENSG00000177606,ENSG00000116478,ENSG00000116604,ENSG00000164850,ENSG00000111537,ENSG00000100219,ENSG00000204472,ENSG00000087245,ENSG00000271503,ENSG00000167085,ENSG00000181092,ENSG00000150782,ENSG00000171631,ENSG00000171388,ENSG00000130816,ENSG00000185532,ENSG00000150593,ENSG00000078401,ENSG00000116688,ENSG00000168036,ENSG00000081189,ENSG00000137801,ENSG00000160712,ENSG00000111276,ENSG00000115461,ENSG00000124882,ENSG00000135312,ENSG00000119508,ENSG00000115415
GO:0150076	neuroinflammatory response	1.1422235389031962e-16	1.1422235389031962e-16	+1	ENSG00000145335,ENSG00000186868,ENSG00000123384,ENSG00000030582,ENSG00000096968,ENSG00000011600,ENSG00000118113,ENSG00000146216,ENSG00000142192,ENSG00000136244,ENSG00000073756,ENSG00000232810,ENSG00000017427,ENSG00000125538,ENSG00000006210,ENSG00000095970,ENSG00000100985,ENSG00000149968,ENSG00000120885,ENSG00000091972,ENSG00000163606,ENSG00000126368,ENSG00000169896,ENSG00000111537,ENSG00000204472,ENSG00000204305,ENSG00000168329,ENSG00000113520,ENSG00000132718,ENSG00000150782,ENSG00000081237,ENSG00000164742,ENSG00000242689,ENSG00000080815,ENSG00000137033,ENSG00000277632,ENSG00000150093,ENSG00000176170,ENSG00000027697,ENSG00000176046,ENSG00000130164,ENSG00000172232,ENSG00000077984,ENSG00000160255,ENSG00000155897
GO:0018209	peptidyl-serine modification	1.2881188954197227e-16	1.2881188954197227e-16	+1	ENSG00000188906,ENSG00000158828,ENSG00000145335,ENSG00000116288,ENSG00000114867,ENSG00000149311,ENSG00000166851,ENSG00000082701,ENSG00000170312,ENSG00000115020,ENSG00000087586,ENSG00000113712,ENSG00000198793,ENSG00000106799,ENSG00000198648,ENSG00000137275,ENSG00000177169,ENSG00000145349,ENSG00000164885,ENSG00000123374,ENSG00000119408,ENSG00000070770,ENSG00000145214,ENSG00000112062,ENSG00000105287,ENSG00000067606,ENSG00000147133,ENSG00000137936,ENSG00000157540,ENSG00000116329,ENSG00000142208,ENSG00000104365,ENSG00000171132,ENSG00000071051,ENSG00000163558,ENSG00000176697,ENSG00000160460,ENSG00000134318,ENSG00000067900,ENSG00000113448,ENSG00000146216,ENSG00000179915,ENSG00000089250,ENSG00000142192,ENSG00000064393,ENSG00000078061,ENSG00000136244,ENSG00000130758,ENSG00000073803,ENSG00000139625,ENSG00000232810,ENSG00000225950,ENSG00000105974,ENSG00000112715,ENSG00000107643,ENSG00000094631,ENSG00000134259,ENSG00000171862,ENSG00000157764,ENSG00000072274,ENSG00000072518,ENSG00000146648,ENSG00000185652,ENSG00000178607,ENSG00000101200,ENSG00000128342,ENSG00000111537,ENSG00000163932,ENSG00000100030,ENSG00000104312,ENSG00000176749,ENSG00000108443,ENSG00000103126,ENSG00000026508,ENSG00000050748,ENSG00000162889,ENSG00000172071,ENSG00000145632,ENSG00000136810,ENSG00000154229
GO:0006584	catecholamine metabolic process	1.4042434152106163e-16	1.4042434152106163e-16	+1	ENSG00000185345,ENSG00000145335,ENSG00000116288,ENSG00000149295,ENSG00000132437,ENSG00000151577,ENSG00000069535,ENSG00000069696,ENSG00000093010,ENSG00000184845
GO:0009712	catechol-containing compound metabolic process	1.4042434152106163e-16	1.4042434152106163e-16	+1	ENSG00000185345,ENSG00000145335,ENSG00000116288,ENSG00000149295,ENSG00000132437,ENSG00000151577,ENSG00000069535,ENSG00000069696,ENSG00000093010,ENSG00000184845
GO:0051924	regulation of calcium ion transport	1.611555220984961e-16	1.611555220984961e-16	+1	ENSG00000145335,ENSG00000176884,ENSG00000149295,ENSG00000069696,ENSG00000116032,ENSG00000184845,ENSG00000150594,ENSG00000120088,ENSG00000120910,ENSG00000010810,ENSG00000145349,ENSG00000105383,ENSG00000203805,ENSG00000196632,ENSG00000221823,ENSG00000148834,ENSG00000157388,ENSG00000151067,ENSG00000198626,ENSG00000067191,ENSG00000126266,ENSG00000107758,ENSG00000113721,ENSG00000171867,ENSG00000198929,ENSG00000184588,ENSG00000113448,ENSG00000197386,ENSG00000177455,ENSG00000070961,ENSG00000089250,ENSG00000088832,ENSG00000196296,ENSG00000182389,ENSG00000099625,ENSG00000109501,ENSG00000010610,ENSG00000105974,ENSG00000145362,ENSG00000006210,ENSG00000062716,ENSG00000175206,ENSG00000089041,ENSG00000130427,ENSG00000239732,ENSG00000138798,ENSG00000102081,ENSG00000171791,ENSG00000131981,ENSG00000152413,ENSG00000169245,ENSG00000108691,ENSG00000110680,ENSG00000155962,ENSG00000213585,ENSG00000164850,ENSG00000107562,ENSG00000139644,ENSG00000271503,ENSG00000135018,ENSG00000186439,ENSG00000181104,ENSG00000171631,ENSG00000172349,ENSG00000167323,ENSG00000187258,ENSG00000154096,ENSG00000136717,ENSG00000168036,ENSG00000134817,ENSG00000144935,ENSG00000063176,ENSG00000204713,ENSG00000135124,ENSG00000132376,ENSG00000183023,ENSG00000036828,ENSG00000143801,ENSG00000120899,ENSG00000198947,ENSG00000069966,ENSG00000277632,ENSG00000138814,ENSG00000089060,ENSG00000185482,ENSG00000146729,ENSG00000070808,ENSG00000143933,ENSG00000165995,ENSG00000131042,ENSG00000169248,ENSG00000138741,ENSG00000178623,ENSG00000127533,ENSG00000276045,ENSG00000137672
GO:0018212	peptidyl-tyrosine modification	1.7153853109235386e-16	1.7153853109235386e-16	+1	ENSG00000109743,ENSG00000141510,ENSG00000196396,ENSG00000181467,ENSG00000061938,ENSG00000010810,ENSG00000149177,ENSG00000105568,ENSG00000134853,ENSG00000146904,ENSG00000128294,ENSG00000013364,ENSG00000145214,ENSG00000162733,ENSG00000067606,ENSG00000261371,ENSG00000113494,ENSG00000141736,ENSG00000096968,ENSG00000157540,ENSG00000113575,ENSG00000204580,ENSG00000077782,ENSG00000143322,ENSG00000037280,ENSG00000198400,ENSG00000151422,ENSG00000182578,ENSG00000113721,ENSG00000097007,ENSG00000168959,ENSG00000171105,ENSG00000189056,ENSG00000171867,ENSG00000138496,ENSG00000146216,ENSG00000142192,ENSG00000136244,ENSG00000169902,ENSG00000232810,ENSG00000068078,ENSG00000184557,ENSG00000017427,ENSG00000105974,ENSG00000112715,ENSG00000259384,ENSG00000173511,ENSG00000108342,ENSG00000086991,ENSG00000095970,ENSG00000130427,ENSG00000067182,ENSG00000019991,ENSG00000164400,ENSG00000146648,ENSG00000167244,ENSG00000109471,ENSG00000185652,ENSG00000102882,ENSG00000128342,ENSG00000111537,ENSG00000163932,ENSG00000104312,ENSG00000113520,ENSG00000271503,ENSG00000169242,ENSG00000178568,ENSG00000150782,ENSG00000026508,ENSG00000128052,ENSG00000157193,ENSG00000179295,ENSG00000135744,ENSG00000081237,ENSG00000140443,ENSG00000197122,ENSG00000111859,ENSG00000164136,ENSG00000115085,ENSG00000143575,ENSG00000151694,ENSG00000132535,ENSG00000099250,ENSG00000182866,ENSG00000160712,ENSG00000000938,ENSG00000161638,ENSG00000154188,ENSG00000242689,ENSG00000102755,ENSG00000182511,ENSG00000120899,ENSG00000109670,ENSG00000164399,ENSG00000240972,ENSG00000184349,ENSG00000019582,ENSG00000112964,ENSG00000112679,ENSG00000101017,ENSG00000157168,ENSG00000010671,ENSG00000125508,ENSG00000070193,ENSG00000198825,ENSG00000165025,ENSG00000111679,ENSG00000116106,ENSG00000113525,ENSG00000140285,ENSG00000254087,ENSG00000116285,ENSG00000109072,ENSG00000164509,ENSG00000160255
GO:0010821	regulation of mitochondrion organization	1.9498177603804884e-16	1.9498177603804884e-16	+1	ENSG00000188906,ENSG00000185345,ENSG00000159363,ENSG00000158828,ENSG00000116288,ENSG00000100225,ENSG00000069329,ENSG00000129003,ENSG00000186868,ENSG00000082701,ENSG00000087586,ENSG00000115317,ENSG00000141510,ENSG00000072310,ENSG00000130787,ENSG00000151729,ENSG00000070770,ENSG00000169100,ENSG00000233276,ENSG00000142208,ENSG00000153310,ENSG00000167207,ENSG00000011422,ENSG00000132170,ENSG00000186642,ENSG00000109819,ENSG00000197386,ENSG00000247077,ENSG00000198836,ENSG00000114023,ENSG00000105723,ENSG00000223802,ENSG00000087088,ENSG00000017427,ENSG00000126858,ENSG00000161011,ENSG00000095970,ENSG00000094631,ENSG00000100985,ENSG00000120885,ENSG00000019991,ENSG00000072274,ENSG00000087470,ENSG00000101200,ENSG00000213585,ENSG00000090432,ENSG00000164850,ENSG00000175193,ENSG00000250479,ENSG00000100393,ENSG00000156026,ENSG00000171552,ENSG00000121351,ENSG00000176171,ENSG00000105327,ENSG00000153094,ENSG00000128052,ENSG00000103197,ENSG00000165678,ENSG00000143575,ENSG00000214253,ENSG00000002330,ENSG00000204389,ENSG00000165060,ENSG00000167136,ENSG00000005022,ENSG00000198911,ENSG00000109670,ENSG00000110497,ENSG00000162600,ENSG00000213190,ENSG00000165943,ENSG00000100335,ENSG00000048707,ENSG00000108179,ENSG00000140939,ENSG00000241878,ENSG00000110931,ENSG00000135116,ENSG00000015475,ENSG00000176720,ENSG00000237693
