GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:1903305	regulation of regulated secretory pathway	1.0988358263854583e-8	1.0988358263854583e-8	+1	ENSG00000089169,ENSG00000173227,ENSG00000160255,ENSG00000106089,ENSG00000138078,ENSG00000067715,ENSG00000165025,ENSG00000105649,ENSG00000123338,ENSG00000136854,ENSG00000169896,ENSG00000184702,ENSG00000011347,ENSG00000103496,ENSG00000116266,ENSG00000149927,ENSG00000084093,ENSG00000168961,ENSG00000066336,ENSG00000176406,ENSG00000019505,ENSG00000254087,ENSG00000167851
GO:0006887	exocytosis	1.119427421525302e-8	1.119427421525302e-8	+1	ENSG00000089169,ENSG00000132639,ENSG00000145087,ENSG00000173227,ENSG00000124145,ENSG00000159082,ENSG00000160255,ENSG00000106089,ENSG00000168993,ENSG00000163618,ENSG00000135046,ENSG00000138078,ENSG00000067715,ENSG00000130477,ENSG00000165025,ENSG00000186472,ENSG00000105649,ENSG00000123338,ENSG00000115956,ENSG00000136854,ENSG00000145335,ENSG00000182718,ENSG00000041353,ENSG00000101336,ENSG00000099365,ENSG00000169896,ENSG00000184702,ENSG00000011347,ENSG00000103496,ENSG00000116266,ENSG00000149927,ENSG00000084093,ENSG00000073969,ENSG00000168961,ENSG00000066336,ENSG00000176406,ENSG00000019505,ENSG00000167994
GO:0002685	regulation of leukocyte migration	1.5315009432854457e-8	1.5315009432854457e-8	+1	ENSG00000177119,ENSG00000117115,ENSG00000147065,ENSG00000182621,ENSG00000090339,ENSG00000087470,ENSG00000196776,ENSG00000115310,ENSG00000072786,ENSG00000120899,ENSG00000135046,ENSG00000123338,ENSG00000145147,ENSG00000137845,ENSG00000107099,ENSG00000189058,ENSG00000105894,ENSG00000110492,ENSG00000100030,ENSG00000184371,ENSG00000095970,ENSG00000019582,ENSG00000182578,ENSG00000168961,ENSG00000110651,ENSG00000100599,ENSG00000254087,ENSG00000133800,ENSG00000167851,ENSG00000111859,ENSG00000006210,ENSG00000168329,ENSG00000112715,ENSG00000169313,ENSG00000142208
GO:0006119	oxidative phosphorylation	1.8624687640468047e-8	1.8624687640468047e-8	+1	ENSG00000140740,ENSG00000023228,ENSG00000130414,ENSG00000213619,ENSG00000139180,ENSG00000167792,ENSG00000169021,ENSG00000158864,ENSG00000126267,ENSG00000010256,ENSG00000156467,ENSG00000145335,ENSG00000131143,ENSG00000145494,ENSG00000241837,ENSG00000135940,ENSG00000146729,ENSG00000073578,ENSG00000115286,ENSG00000165280,ENSG00000186010,ENSG00000174886,ENSG00000176046
GO:0052548	regulation of endopeptidase activity	2.3815447712333843e-8	2.3815447712333843e-8	+1	ENSG00000026508,ENSG00000148180,ENSG00000168610,ENSG00000183454,ENSG00000273079,ENSG00000165025,ENSG00000136938,ENSG00000156709,ENSG00000145335,ENSG00000073921,ENSG00000111640,ENSG00000196104,ENSG00000169855,ENSG00000100234,ENSG00000136717,ENSG00000107742,ENSG00000152377,ENSG00000197971,ENSG00000165280,ENSG00000186010,ENSG00000055163,ENSG00000109072,ENSG00000162511,ENSG00000084093,ENSG00000116478,ENSG00000168961,ENSG00000075240,ENSG00000064300,ENSG00000203710,ENSG00000169242,ENSG00000147488,ENSG00000254087,ENSG00000165731,ENSG00000079387,ENSG00000166949,ENSG00000132170,ENSG00000112715,ENSG00000142208,ENSG00000143546,ENSG00000163220
GO:0052547	regulation of peptidase activity	4.136950887328113e-8	4.136950887328113e-8	+1	ENSG00000026508,ENSG00000148180,ENSG00000168610,ENSG00000183454,ENSG00000273079,ENSG00000165025,ENSG00000136938,ENSG00000156709,ENSG00000145335,ENSG00000123384,ENSG00000073921,ENSG00000111640,ENSG00000196104,ENSG00000169855,ENSG00000100234,ENSG00000136717,ENSG00000107742,ENSG00000152377,ENSG00000197971,ENSG00000165280,ENSG00000186010,ENSG00000055163,ENSG00000109072,ENSG00000162511,ENSG00000084093,ENSG00000116478,ENSG00000168961,ENSG00000075240,ENSG00000064300,ENSG00000203710,ENSG00000169242,ENSG00000103811,ENSG00000147488,ENSG00000254087,ENSG00000165731,ENSG00000079387,ENSG00000166949,ENSG00000132170,ENSG00000112715,ENSG00000142208,ENSG00000143546,ENSG00000163220
GO:0042060	wound healing	4.565076027575767e-8	4.565076027575767e-8	+1	ENSG00000106211,ENSG00000177119,ENSG00000026508,ENSG00000159176,ENSG00000178209,ENSG00000149269,ENSG00000124942,ENSG00000150093,ENSG00000137076,ENSG00000149781,ENSG00000138685,ENSG00000135046,ENSG00000165025,ENSG00000141968,ENSG00000015285,ENSG00000105649,ENSG00000213719,ENSG00000115956,ENSG00000136854,ENSG00000113578,ENSG00000182718,ENSG00000122194,ENSG00000051382,ENSG00000154229,ENSG00000172500,ENSG00000011347,ENSG00000130203,ENSG00000144339,ENSG00000109072,ENSG00000116266,ENSG00000167397,ENSG00000136869,ENSG00000124782,ENSG00000100605,ENSG00000197943,ENSG00000138814,ENSG00000254087,ENSG00000134352,ENSG00000158869,ENSG00000017427,ENSG00000065361,ENSG00000157168,ENSG00000130635,ENSG00000104368,ENSG00000166949,ENSG00000112562,ENSG00000132170,ENSG00000112715,ENSG00000169313,ENSG00000121879,ENSG00000161911
GO:0140238	presynaptic endocytosis	4.9499976061426544e-8	4.9499976061426544e-8	+1	ENSG00000197959,ENSG00000159082,ENSG00000116675,ENSG00000106089,ENSG00000161203,ENSG00000067715,ENSG00000103723,ENSG00000065609,ENSG00000145335,ENSG00000073921,ENSG00000106976,ENSG00000006125,ENSG00000124507,ENSG00000065000
GO:0048488	synaptic vesicle endocytosis	4.9499976061426544e-8	4.9499976061426544e-8	+1	ENSG00000197959,ENSG00000159082,ENSG00000116675,ENSG00000106089,ENSG00000161203,ENSG00000067715,ENSG00000103723,ENSG00000065609,ENSG00000145335,ENSG00000073921,ENSG00000106976,ENSG00000006125,ENSG00000124507,ENSG00000065000
GO:0019646	aerobic electron transport chain	1.6092900785606176e-7	1.6092900785606176e-7	+1	ENSG00000140740,ENSG00000023228,ENSG00000130414,ENSG00000213619,ENSG00000139180,ENSG00000167792,ENSG00000169021,ENSG00000158864,ENSG00000126267,ENSG00000010256,ENSG00000156467,ENSG00000145335,ENSG00000131143,ENSG00000145494,ENSG00000135940,ENSG00000073578
GO:0050804	modulation of chemical synaptic transmission	3.3773930827947353e-7	3.3773930827947353e-7	+1	ENSG00000128564,ENSG00000125675,ENSG00000144290,ENSG00000120251,ENSG00000134294,ENSG00000152413,ENSG00000150093,ENSG00000011600,ENSG00000120899,ENSG00000168993,ENSG00000183454,ENSG00000273079,ENSG00000138078,ENSG00000067715,ENSG00000130477,ENSG00000117600,ENSG00000105649,ENSG00000136854,ENSG00000102003,ENSG00000187672,ENSG00000197283,ENSG00000132535,ENSG00000099365,ENSG00000105894,ENSG00000184702,ENSG00000011347,ENSG00000130203,ENSG00000103496,ENSG00000118160,ENSG00000141837,ENSG00000168309,ENSG00000148053,ENSG00000176697,ENSG00000176406,ENSG00000081189,ENSG00000138814,ENSG00000109756,ENSG00000159640,ENSG00000006210,ENSG00000008056,ENSG00000168329
GO:0099177	regulation of trans-synaptic signaling	3.8104827399814365e-7	3.8104827399814365e-7	+1	ENSG00000128564,ENSG00000125675,ENSG00000144290,ENSG00000120251,ENSG00000134294,ENSG00000152413,ENSG00000150093,ENSG00000011600,ENSG00000120899,ENSG00000168993,ENSG00000183454,ENSG00000273079,ENSG00000138078,ENSG00000067715,ENSG00000130477,ENSG00000117600,ENSG00000105649,ENSG00000136854,ENSG00000102003,ENSG00000187672,ENSG00000197283,ENSG00000132535,ENSG00000099365,ENSG00000105894,ENSG00000184702,ENSG00000011347,ENSG00000130203,ENSG00000103496,ENSG00000118160,ENSG00000141837,ENSG00000168309,ENSG00000148053,ENSG00000176697,ENSG00000176406,ENSG00000081189,ENSG00000138814,ENSG00000109756,ENSG00000159640,ENSG00000006210,ENSG00000008056,ENSG00000168329
GO:0042775	mitochondrial ATP synthesis coupled electron transport	4.899230425889954e-7	4.899230425889954e-7	+1	ENSG00000140740,ENSG00000023228,ENSG00000130414,ENSG00000213619,ENSG00000139180,ENSG00000167792,ENSG00000169021,ENSG00000158864,ENSG00000126267,ENSG00000010256,ENSG00000156467,ENSG00000145335,ENSG00000131143,ENSG00000145494,ENSG00000135940,ENSG00000073578
GO:0042773	ATP synthesis coupled electron transport	4.899230425889954e-7	4.899230425889954e-7	+1	ENSG00000140740,ENSG00000023228,ENSG00000130414,ENSG00000213619,ENSG00000139180,ENSG00000167792,ENSG00000169021,ENSG00000158864,ENSG00000126267,ENSG00000010256,ENSG00000156467,ENSG00000145335,ENSG00000131143,ENSG00000145494,ENSG00000135940,ENSG00000073578
GO:0022904	respiratory electron transport chain	5.170671728631272e-7	5.170671728631272e-7	+1	ENSG00000140740,ENSG00000023228,ENSG00000130414,ENSG00000213619,ENSG00000139180,ENSG00000167792,ENSG00000169021,ENSG00000158864,ENSG00000126267,ENSG00000010256,ENSG00000156467,ENSG00000145335,ENSG00000131143,ENSG00000145494,ENSG00000135940,ENSG00000073578,ENSG00000140374,ENSG00000115286
GO:0010950	positive regulation of endopeptidase activity	5.884858902005603e-7	5.884858902005603e-7	+1	ENSG00000148180,ENSG00000168610,ENSG00000183454,ENSG00000273079,ENSG00000165025,ENSG00000136938,ENSG00000156709,ENSG00000145335,ENSG00000073921,ENSG00000169855,ENSG00000197971,ENSG00000165280,ENSG00000186010,ENSG00000055163,ENSG00000162511,ENSG00000084093,ENSG00000168961,ENSG00000075240,ENSG00000064300,ENSG00000203710,ENSG00000169242,ENSG00000147488,ENSG00000254087,ENSG00000165731,ENSG00000079387,ENSG00000166949,ENSG00000132170,ENSG00000143546,ENSG00000163220
GO:0061564	axon development	6.252640736734302e-7	6.252640736734302e-7	+1	ENSG00000164050,ENSG00000149269,ENSG00000197956,ENSG00000130558,ENSG00000197892,ENSG00000160145,ENSG00000129116,ENSG00000115310,ENSG00000018189,ENSG00000078018,ENSG00000065320,ENSG00000021645,ENSG00000117600,ENSG00000105649,ENSG00000173402,ENSG00000162068,ENSG00000145242,ENSG00000145147,ENSG00000136854,ENSG00000151150,ENSG00000189058,ENSG00000258947,ENSG00000169855,ENSG00000131711,ENSG00000123560,ENSG00000157064,ENSG00000105894,ENSG00000175866,ENSG00000114554,ENSG00000182168,ENSG00000130203,ENSG00000055163,ENSG00000184347,ENSG00000164600,ENSG00000148053,ENSG00000176697,ENSG00000001617,ENSG00000109917,ENSG00000187122,ENSG00000169242,ENSG00000079805,ENSG00000188064,ENSG00000116641,ENSG00000165731,ENSG00000170017,ENSG00000184349,ENSG00000168621,ENSG00000112715
GO:0016079	synaptic vesicle exocytosis	6.325713661300639e-7	6.325713661300639e-7	+1	ENSG00000132639,ENSG00000159082,ENSG00000106089,ENSG00000168993,ENSG00000138078,ENSG00000067715,ENSG00000130477,ENSG00000186472,ENSG00000105649,ENSG00000136854,ENSG00000145335,ENSG00000099365,ENSG00000184702,ENSG00000011347
GO:0010952	positive regulation of peptidase activity	7.373590765025163e-7	7.373590765025163e-7	+1	ENSG00000148180,ENSG00000168610,ENSG00000183454,ENSG00000273079,ENSG00000165025,ENSG00000136938,ENSG00000156709,ENSG00000145335,ENSG00000073921,ENSG00000169855,ENSG00000197971,ENSG00000165280,ENSG00000186010,ENSG00000055163,ENSG00000162511,ENSG00000084093,ENSG00000168961,ENSG00000075240,ENSG00000064300,ENSG00000203710,ENSG00000169242,ENSG00000103811,ENSG00000147488,ENSG00000254087,ENSG00000165731,ENSG00000079387,ENSG00000166949,ENSG00000132170,ENSG00000143546,ENSG00000163220
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	7.612267398492698e-7	7.612267398492698e-7	+1	ENSG00000026508,ENSG00000019991,ENSG00000120899,ENSG00000081237,ENSG00000132535,ENSG00000116584,ENSG00000109072,ENSG00000067182,ENSG00000095970,ENSG00000180353,ENSG00000109670,ENSG00000019582,ENSG00000138496,ENSG00000182578,ENSG00000197943,ENSG00000169242,ENSG00000254087,ENSG00000134352,ENSG00000164136,ENSG00000017427,ENSG00000178568,ENSG00000087589,ENSG00000135744,ENSG00000111859,ENSG00000157168,ENSG00000184349,ENSG00000112715,ENSG00000150337
GO:0002263	cell activation involved in immune response	8.784622512128539e-7	8.784622512128539e-7	+1	ENSG00000196126,ENSG00000090339,ENSG00000160255,ENSG00000204287,ENSG00000011600,ENSG00000168610,ENSG00000120899,ENSG00000135046,ENSG00000136167,ENSG00000165025,ENSG00000123338,ENSG00000123384,ENSG00000169896,ENSG00000110492,ENSG00000103496,ENSG00000116266,ENSG00000095970,ENSG00000100060,ENSG00000242574,ENSG00000135077,ENSG00000239998,ENSG00000019582,ENSG00000134516,ENSG00000168961,ENSG00000114013,ENSG00000066336,ENSG00000110651,ENSG00000197943,ENSG00000203710,ENSG00000254087,ENSG00000134352,ENSG00000158869,ENSG00000167851,ENSG00000144802
GO:0007229	integrin-mediated signaling pathway	0.0000015016242225966826	0.0000015016242225966826	+1	ENSG00000112851,ENSG00000160255,ENSG00000150093,ENSG00000132470,ENSG00000196776,ENSG00000149781,ENSG00000120899,ENSG00000165025,ENSG00000082781,ENSG00000115956,ENSG00000169756,ENSG00000137845,ENSG00000101336,ENSG00000150760,ENSG00000169896,ENSG00000172037,ENSG00000105894
GO:0002366	leukocyte activation involved in immune response	0.0000018880601560025765	0.0000018880601560025765	+1	ENSG00000196126,ENSG00000090339,ENSG00000160255,ENSG00000204287,ENSG00000011600,ENSG00000168610,ENSG00000120899,ENSG00000135046,ENSG00000136167,ENSG00000165025,ENSG00000123338,ENSG00000169896,ENSG00000110492,ENSG00000103496,ENSG00000116266,ENSG00000095970,ENSG00000100060,ENSG00000242574,ENSG00000135077,ENSG00000239998,ENSG00000019582,ENSG00000134516,ENSG00000168961,ENSG00000114013,ENSG00000066336,ENSG00000110651,ENSG00000197943,ENSG00000203710,ENSG00000254087,ENSG00000134352,ENSG00000158869,ENSG00000167851,ENSG00000144802
GO:0022900	electron transport chain	0.0000019406803523388443	0.0000019406803523388443	+1	ENSG00000140740,ENSG00000023228,ENSG00000130414,ENSG00000213619,ENSG00000139180,ENSG00000167792,ENSG00000169021,ENSG00000158864,ENSG00000126267,ENSG00000010256,ENSG00000156467,ENSG00000145335,ENSG00000131143,ENSG00000145494,ENSG00000135940,ENSG00000073578,ENSG00000140374,ENSG00000115286
GO:0050808	synapse organization	0.000001978961677306575	0.000001978961677306575	+1	ENSG00000164050,ENSG00000173372,ENSG00000197959,ENSG00000152413,ENSG00000113327,ENSG00000022355,ENSG00000145864,ENSG00000273079,ENSG00000130477,ENSG00000140443,ENSG00000186472,ENSG00000105649,ENSG00000145335,ENSG00000125730,ENSG00000171105,ENSG00000187672,ENSG00000151150,ENSG00000151834,ENSG00000171992,ENSG00000132535,ENSG00000169896,ENSG00000107742,ENSG00000164061,ENSG00000130203,ENSG00000118160,ENSG00000095970,ENSG00000084093,ENSG00000108798,ENSG00000176697,ENSG00000169933,ENSG00000137462,ENSG00000182389,ENSG00000081189,ENSG00000187122,ENSG00000169242,ENSG00000188064,ENSG00000111859,ENSG00000204843,ENSG00000006210,ENSG00000070182
GO:0050900	leukocyte migration	0.000002087246991946693	0.000002087246991946693	+1	ENSG00000177119,ENSG00000117115,ENSG00000147065,ENSG00000182621,ENSG00000090339,ENSG00000087470,ENSG00000102755,ENSG00000160255,ENSG00000150093,ENSG00000196776,ENSG00000115310,ENSG00000072786,ENSG00000120899,ENSG00000135046,ENSG00000165025,ENSG00000123338,ENSG00000145147,ENSG00000137845,ENSG00000107099,ENSG00000101336,ENSG00000189058,ENSG00000105894,ENSG00000110492,ENSG00000100030,ENSG00000184371,ENSG00000095970,ENSG00000019582,ENSG00000182578,ENSG00000168961,ENSG00000170989,ENSG00000110651,ENSG00000100599,ENSG00000254087,ENSG00000133800,ENSG00000158869,ENSG00000165731,ENSG00000167851,ENSG00000111859,ENSG00000006210,ENSG00000168329,ENSG00000112715,ENSG00000169313,ENSG00000142208,ENSG00000143546,ENSG00000163220
