GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:1902991	regulation of amyloid precursor protein catabolic process	0.0005157080248477761	0.0005157080248477761	+1	ENSG00000064687,ENSG00000130203,ENSG00000073921,ENSG00000120885
GO:1901076	positive regulation of engulfment of apoptotic cell	0.0006252547552737846	0.0006252547552737846	+1	ENSG00000064687,ENSG00000095970
GO:0033619	membrane protein proteolysis	0.0007768643007892415	0.0007768643007892415	+1	ENSG00000138613,ENSG00000151694,ENSG00000130203,ENSG00000137845
GO:0030449	regulation of complement activation	0.0008866207280420997	0.0008866207280420997	+1	ENSG00000095970,ENSG00000197721,ENSG00000167085,ENSG00000203710,ENSG00000117335,ENSG00000117322,ENSG00000108561,ENSG00000196352,ENSG00000123838,ENSG00000123843
GO:0002682	regulation of immune system process	0.00089202596316143	0.00089202596316143	+1	ENSG00000105383,ENSG00000161929,ENSG00000095970,ENSG00000151694,ENSG00000137845,ENSG00000120885,ENSG00000071051,ENSG00000095585,ENSG00000125826,ENSG00000168421,ENSG00000203896,ENSG00000030582,ENSG00000066336,ENSG00000196735,ENSG00000103811,ENSG00000131042,ENSG00000197721,ENSG00000196126,ENSG00000104951,ENSG00000142192,ENSG00000239961,ENSG00000158869,ENSG00000113249,ENSG00000158874,ENSG00000107679,ENSG00000197943,ENSG00000145901,ENSG00000100599,ENSG00000188056,ENSG00000167085,ENSG00000135077,ENSG00000113263,ENSG00000204577,ENSG00000187608,ENSG00000138600,ENSG00000168918,ENSG00000035664,ENSG00000154124,ENSG00000124098,ENSG00000089060,ENSG00000103496,ENSG00000157368,ENSG00000203710,ENSG00000103490,ENSG00000101782,ENSG00000122378,ENSG00000177732,ENSG00000167191,ENSG00000050748,ENSG00000063176,ENSG00000077454,ENSG00000129219
GO:1905907	negative regulation of amyloid fibril formation	0.00108268757732197	0.00108268757732197	+1	ENSG00000095970,ENSG00000130203,ENSG00000120885
GO:0043085	positive regulation of catalytic activity	0.00115908215976163	0.00115908215976163	+1	ENSG00000105383,ENSG00000187116,ENSG00000146904,ENSG00000095970,ENSG00000138613,ENSG00000151694,ENSG00000130203
GO:0030450	regulation of complement activation, classical pathway	0.0012371796071455107	0.0012371796071455107	+1	ENSG00000095970,ENSG00000197721,ENSG00000203710,ENSG00000117335,ENSG00000117322,ENSG00000123838,ENSG00000123843
GO:0010875	positive regulation of cholesterol efflux	0.001616441943663267	0.001616441943663267	+1	ENSG00000064687,ENSG00000095970,ENSG00000130203
GO:0050776	regulation of immune response	0.001658334789858607	0.001658334789858607	+1	ENSG00000105383,ENSG00000161929,ENSG00000095970,ENSG00000120885,ENSG00000095585,ENSG00000125826,ENSG00000203896,ENSG00000030582,ENSG00000066336,ENSG00000196735,ENSG00000103811,ENSG00000131042,ENSG00000197721,ENSG00000196126,ENSG00000104951,ENSG00000239961,ENSG00000158869,ENSG00000107679,ENSG00000197943,ENSG00000145901,ENSG00000188056,ENSG00000167085,ENSG00000135077,ENSG00000113263
GO:1901074	regulation of engulfment of apoptotic cell	0.0018752231205089267	0.0018752231205089267	+1	ENSG00000064687,ENSG00000095970
GO:0071402	cellular response to lipoprotein particle stimulus	0.002369792955955033	0.002369792955955033	+1	ENSG00000095970,ENSG00000151694,ENSG00000130203
GO:0002684	positive regulation of immune system process	0.0023793853548225254	0.0023793853548225254	+1	ENSG00000161929,ENSG00000095970,ENSG00000151694,ENSG00000137845,ENSG00000120885,ENSG00000071051,ENSG00000095585,ENSG00000125826,ENSG00000168421,ENSG00000203896,ENSG00000066336,ENSG00000196735,ENSG00000131042,ENSG00000197721,ENSG00000196126,ENSG00000104951,ENSG00000142192,ENSG00000239961,ENSG00000158869,ENSG00000113249,ENSG00000107679,ENSG00000197943,ENSG00000145901,ENSG00000188056,ENSG00000167085,ENSG00000113263
GO:1905906	regulation of amyloid fibril formation	0.0027462340161423303	0.0027462340161423303	+1	ENSG00000095970,ENSG00000130203,ENSG00000120885
GO:0002274	myeloid leukocyte activation	0.0027479508503266644	0.0027479508503266644	+1	ENSG00000105383,ENSG00000095970,ENSG00000137845,ENSG00000120885,ENSG00000030582,ENSG00000066336,ENSG00000142192,ENSG00000158869,ENSG00000113249,ENSG00000197943,ENSG00000135077
GO:0002764	immune response-regulating signaling pathway	0.002779875488952053	0.002779875488952053	+1	ENSG00000105383,ENSG00000161929,ENSG00000095970,ENSG00000095585,ENSG00000125826,ENSG00000203896,ENSG00000103811,ENSG00000131042,ENSG00000196126,ENSG00000239961,ENSG00000158869,ENSG00000107679,ENSG00000197943,ENSG00000145901,ENSG00000188056,ENSG00000167085,ENSG00000113263,ENSG00000168918,ENSG00000154124,ENSG00000203710,ENSG00000103490,ENSG00000101782,ENSG00000050748,ENSG00000077454,ENSG00000129219,ENSG00000025434,ENSG00000247315,ENSG00000213413
GO:0034380	high-density lipoprotein particle assembly	0.0029932582598649173	0.0029932582598649173	+1	ENSG00000064687,ENSG00000130203,ENSG00000165029,ENSG00000158874
GO:1902430	negative regulation of amyloid-beta formation	0.0033317752494502694	0.0033317752494502694	+1	ENSG00000064687,ENSG00000130203,ENSG00000120885
GO:0044093	positive regulation of molecular function	0.0033469625252648167	0.0033469625252648167	+1	ENSG00000105383,ENSG00000187116,ENSG00000146904,ENSG00000095970,ENSG00000138613,ENSG00000151694,ENSG00000130203,ENSG00000073921,ENSG00000120885,ENSG00000125826,ENSG00000134571
GO:0002924	negative regulation of humoral immune response mediated by circulating immunoglobulin	0.0038442871716724797	0.0038442871716724797	+1	ENSG00000197721,ENSG00000203710,ENSG00000117335,ENSG00000117322,ENSG00000123838,ENSG00000072694,ENSG00000123843
GO:1905908	positive regulation of amyloid fibril formation	0.004856108084789829	0.004856108084789829	+1	ENSG00000130203,ENSG00000120885,ENSG00000142192
GO:0065005	protein-lipid complex assembly	0.0048623814205958895	0.0048623814205958895	+1	ENSG00000064687,ENSG00000130203,ENSG00000165029,ENSG00000136717,ENSG00000158874
GO:0010874	regulation of cholesterol efflux	0.004956793232566372	0.004956793232566372	+1	ENSG00000064687,ENSG00000095970,ENSG00000130203
REAC:R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	0.00009523804873160738	0.00009523804873160738	+1	ENSG00000105383,ENSG00000187116,ENSG00000095970,ENSG00000085514,ENSG00000161911,ENSG00000105609,ENSG00000161640,ENSG00000131042,ENSG00000112195,ENSG00000121716,ENSG00000244482,ENSG00000239961
REAC:R-HSA-1251985	Nuclear signaling by ERBB4	0.0030925551268434614	0.0030925551268434614	+1	ENSG00000138613,ENSG00000151694,ENSG00000130203
WP:WP4949	16p11 2 proximal deletion syndrome	2.952142116353474e-7	2.952142116353474e-7	+1	ENSG00000167194,ENSG00000149927,ENSG00000149929,ENSG00000169592,ENSG00000149930,ENSG00000149926,ENSG00000149925,ENSG00000149923,ENSG00000149932,ENSG00000108091,ENSG00000149922,ENSG00000174943,ENSG00000090238,ENSG00000102886,ENSG00000174939,ENSG00000174938,ENSG00000102882,ENSG00000103502,ENSG00000102879,ENSG00000013364,ENSG00000280789,ENSG00000167371,ENSG00000103495,ENSG00000079616,ENSG00000174992
WP:WP5345	1p36 copy number variation syndrome	0.000008977306418025888	0.000008977306418025888	+1	ENSG00000237330,ENSG00000188157,ENSG00000187608,ENSG00000188290,ENSG00000131591,ENSG00000187642,ENSG00000187583,ENSG00000187961,ENSG00000188976,ENSG00000187634,ENSG00000186891,ENSG00000186827,ENSG00000078808,ENSG00000176022,ENSG00000184163,ENSG00000160087,ENSG00000162572,ENSG00000169972,ENSG00000131584,ENSG00000127054,ENSG00000006007,ENSG00000224051,ENSG00000169962,ENSG00000107404,ENSG00000162576,ENSG00000175756,ENSG00000221978,ENSG00000242485,ENSG00000156873,ENSG00000284662,ENSG00000235098,ENSG00000205116,ENSG00000215915
