symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
FOXRED2	0.2727281167041603	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.44861704288650583	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.12280500000000032	No data	-0.35278182954782245	0	0	No data	No data	0	-1	-1
BCAR3	0.2727281167041603	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.44861704288650583	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.2727249999999998	No data	-0.6477391123150656	-0.26869851984937604	0	No data	No data	0	-1	-1
JAK2	0.27271963970641444	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.44292131525603357	No data	No data	No data	No data	No data	0.1136356722573008	No data	No data	1	1	0	1	1	1	0.6863950000000003	1	-0.7031673265263596	-0.8880652763329555	0	-1	-1	0	-1	-1
DYRK1A	0.27234171828881365	0.44098267397097635	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13997545725428764	No data	No data	No data	0	0	1	1	1	0.9535800000000002	1	-0.8711189831214836	-0.9021912473465862	0	-1	No data	0	-1	-1
SIX6	0.2720213544999954	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.447454472727301	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.898375	No data	-0.3819545738695561	-0.31066579587790105	0	No data	No data	-0.5528449999999999	1	0.5
UQCRQ	0.2719185685495513	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.44576557064964745	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0	No data	0.7424463429881225	-0.4871350770606589	0	No data	No data	No data	0.5	-1
MKNK2	0.27131158979546727	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.44576557064964745	No data	No data	No data	No data	No data	No data	0.010427860666804139	No data	0.5	0	0	1	1	1	0.6344099999999997	0	-0.14857261929568655	No data	0	No data	No data	-0.07527000000000009	0.5	-1
HOMEZ	0.2710762751517147	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.44589988896218546	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	No data	No data	0	No data	No data	0	-1	-1
COL3A1	0.2710172409858359	0.4451948514443506	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	0	1	0	0	0	0.5259199999999999	No data	-0.9806209627005626	-0.9269936615658159	0	-1	No data	-0.04842999999999993	0.5	0
AP4S1	0.270994426259311	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4457652537492217	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7916649999999997	No data	0.7074390498020422	0	0	No data	No data	0	-1	-1
SPTSSB	0.2707524735714019	0.44536725994982934	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.2763150000000003	No data	0.9348822671389874	-0.7847278153291098	0	No data	No data	0	0.5	0
ZHX1	0.2701323075508159	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4443471339370949	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5647199999999998	No data	-0.6470097937070223	No data	0	No data	No data	0	-1	-1
CMPK1	0.26926521874428766	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4429208386910985	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.5394750000000001	No data	-0.5602208793498645	-0.660107721898113	-1	No data	No data	0	-1	-1
PPP1R3B	0.26926521874428766	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4429208386910985	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.4736849999999997	No data	0.10064596790998115	-0.16612820317591287	0	No data	No data	0	0.5	-1
RBMS3	0.26905990024752374	0.44258310535439216	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.38215000000000005	No data	-0.5534486351323192	No data	0	No data	No data	-0.18192249999999993	-1	0
NUP188	0.26754078386931723	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.440084274263461	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.725555	No data	-0.7612002500520942	No data	0	No data	No data	No data	-1	-1
AUH	0.26754078386931723	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.440084274263461	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	1	0.36578000000000016	No data	0.0668889351948323	0	0	No data	No data	0	-1	-1
GLYATL3	0.26754078386931723	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.440084274263461	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0.3055549999999997	No data	0.5380287559908314	No data	0	No data	No data	0	0.5	1
MRPL10	0.26754078386931723	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.440084274263461	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.06240883517399454	No data	-1	No data	No data	No data	-1	-1
RHOV	0.26754078386931723	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.440084274263461	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.9576250000000002	No data	-0.46759741612836003	No data	0	No data	No data	0	0.5	0
RAB26	0.26754078386931723	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.440084274263461	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.3164050000000003	No data	0.6750364659304022	No data	0	No data	No data	0	0.5	0
UQCC2	0.26754078386931723	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.440084274263461	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5634900000000002	No data	0.16076265888726815	No data	0	No data	No data	No data	-1	-1
STK38L	0.26754068484874244	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4400841113821344	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.881465	No data	-0.6936861846217962	-0.015507592281687466	0	No data	No data	-0.676725	-1	-1
BMPR1B	0.26754068484874244	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4400841113821344	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.9103600000000001	No data	-0.8561158574703063	-0.7963172819688443	0	No data	No data	-0.28784750000000014	0.5	0
STK25	0.2666450335706547	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4376989368428423	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	1	1	0	0.9413150000000001	No data	-0.4537403625755365	No data	0	No data	No data	-0.3309850000000001	0.5	-1
TFDP1	0.2663705572602598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.43815934035049775	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7439050000000001	No data	-0.7304646801416962	No data	0	No data	No data	-0.3719525000000001	0.5	-1
ZNF615	0.2663705572602598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.43815934035049775	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.1146072098353823	-0.8363711571318957	0	No data	No data	0	-1	-1
PHOX2A	0.2661397825770137	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4167839568587315	No data	No data	No data	No data	No data	No data	No data	0.41991553322527697	No data	0	0	0	0	0	0.8415500000000001	No data	-0.1416961867055636	-0.7272571997344986	0	No data	No data	0	1	0.5
TRIM33	0.2658207312208901	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.43725491826573115	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.8047899999999999	No data	-0.9868722650552199	0	0	No data	No data	0	-1	-1
PHTF2	0.2658148038848588	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.43724516824804066	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6671100000000003	No data	-0.43977912065013547	No data	0	No data	No data	0	0.5	-1
SPPL2C	0.2656467201712833	0.4348958081521371	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.041457503003792494	No data	No data	No data	0	0	0	0	0	0	No data	0.1464888518441343	0	0	No data	No data	0	1	0.5
KCNIP3	0.26506841907923034	0.4354094911204836	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.023440000000000082	No data	-0.25421962908939366	-0.30393999093973445	0	No data	No data	-0.0625	0.5	0
ZNF837	0.2644978510178908	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.43507888078219437	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.7376536778495519	No data	0	No data	No data	0	-1	0
SLC12A2	0.2644749302855102	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.43443324712025894	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	1	0	0	1	0	0.6947200000000002	No data	-0.7413002708897687	-0.9241788374436629	0	No data	No data	0	0.5	-1
DBF4	0.2641056307327787	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4344337081956878	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	0	0	0	0	-0.7825588664305063	No data	-1	No data	No data	0	1	1
PTCD1	0.26410544098981104	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4344333960829137	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.29099812460929364	-0.8859859048330332	0	No data	No data	0	-1	0
APBB3	0.26410544098981104	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4344333960829137	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.57819	No data	0.07887059804125851	0	0	No data	No data	0	0.5	0
SLCO2A1	0.26410544098981104	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4344333960829137	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	0	0.16018499999999988	No data	0.1760783496561784	-0.817554106309471	0	-1	No data	0	0.5	0
BAG3	0.26329309349886876	0.42897602314894673	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08242245990863194	No data	No data	No data	0	0	0	0	0	0.24348000000000028	No data	-0.5638674723900813	-0.9168395870706882	0	No data	No data	0	0.5	-1
MTM1	0.2629489060614613	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.43161908774864544	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	1	0	0	0	0	0.5936999999999998	No data	-0.9153990414669723	-0.8440414345822567	0	No data	No data	-0.12520750000000014	-1	-1
ATP8B2	0.2627642132257844	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4316192474570626	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	1	0	0	0	0	0.8529400000000003	No data	-0.6198166284642634	-0.4818501433450717	0	No data	No data	-0.25840250000000003	-1	-1
OPRK1	0.26246041695077776	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42555155832813474	No data	No data	No data	No data	No data	No data	0.12351796244693995	No data	No data	1	1	0	1	1	0	0.6842100000000002	1	0.46197124400916856	-0.276899951827744	0	-1	No data	0	0.5	0.5
ACSL1	0.2623948191120044	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4316195529867469	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.24069000000000002	No data	-0.5272973536153365	No data	0	No data	No data	-0.1654724999999999	0.5	-1
ATL2	0.2623946333710997	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4316192474570626	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8885100000000001	No data	-0.4959366534694728	0	0	No data	No data	-0.06517999999999997	-1	-1
TRMT61B	0.2623946333710997	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4316192474570626	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.131694102938112	No data	0	No data	No data	0	-1	-1
SYNE2	0.2623946333710997	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4316192474570626	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.6648260054177954	-0.6996451021040428	0	No data	No data	0	0.5	-1
ZBTB40	0.26076876040192937	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.428944809880355	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.26661804542613043	-0.05232536463477516	0	No data	No data	No data	-1	-1
SCYL3	0.26068857710573295	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42881291444667824	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.13517500000000027	No data	-0.5981454469681183	0	0	No data	No data	0	-1	-1
LRAT	0.26068857710573295	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42881291444667824	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.47113982079599914	-0.695370285196116	0	No data	No data	0	0.5	0.5
CPSF1	0.26068839113954934	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4288126085464272	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.788635	No data	-0.4449885392790165	-0.022060910089015118	-1	No data	No data	0	-1	-1
ARPC3	0.2606883002229053	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42881245899545134	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8876399999999997	No data	-0.2811002292144197	No data	-1	No data	No data	No data	-1	-1
NTS	0.26032948004983125	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4204377763258572	No data	No data	No data	No data	No data	0.1556890146243211	No data	No data	No data	0	1	0	0	0	0.05882500000000022	No data	0.7149406126276308	No data	0	No data	No data	No data	1	0
AAK1	0.2599997911870022	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42601333917823164	No data	No data	No data	No data	No data	0.03333149467571716	No data	No data	No data	1	0	1	1	0	0.5889699999999998	1	-0.9584288393415294	-0.7908031802148618	0	No data	No data	0	0.5	-1
PPP2CA	0.2599105787165242	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42601333917823164	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	0.5	0	0	1	1	0	0.98382	No data	-0.80735569910398	-0.5940460504532774	-1	-1	No data	-0.9352750000000001	-1	-1
GBA2	0.25935505239898643	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42322187875242856	No data	No data	No data	No data	No data	0.06794977620637892	No data	No data	No data	0	0	1	1	0	0.33117500000000033	No data	0.03719524901021054	-0.18636218050164965	0	No data	No data	No data	-1	-1
GKAP1	0.2589869041993594	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4260137917289957	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.3852449999999997	No data	-0.46488851844134194	0	0	No data	No data	No data	1	-1
MRPS7	0.2589867180889744	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42601348559154434	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.1942149999999998	No data	0.2619295686601375	No data	0	No data	No data	0	-1	-1
KLF17	0.2589123732016681	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4258911938971634	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.5042717232756824	No data	0	No data	No data	0	1	0.5
OPRD1	0.25870589827929125	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42555155832813474	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.67742	1	0.3413211085642842	-0.17077894484562928	0	-1	No data	0	0.5	1
AKT1	0.25777528204744593	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4148919368630368	No data	No data	No data	No data	No data	0.18257656856578827	No data	No data	1	0	0	1	1	1	0.9166649999999997	1	-0.7339028964367577	-0.9433490267504252	0	-1	-1	-0.5572925000000002	-1	-1
MICU3	0.25772602471930617	0.4239397407267981	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5754699999999999	No data	0.13492394248801842	No data	0	No data	No data	0	0.5	0
SCARB2	0.2576641105205566	0.40667154092424795	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13452342509885176	No data	0.28353892400606007	No data	0	0	0	0	0	0.2887050000000002	No data	-0.22848510106272135	-0.9410911030790203	0	No data	No data	0	-1	-1
PGAM2	0.2572897965327054	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.423222178483999	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6047449999999998	No data	0.8020420921025213	0	0	No data	No data	-0.5256924999999999	0.75	0
MAP3K8	0.25728952320878146	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4232217288868985	No data	No data	No data	No data	No data	No data	No data	No data	0.5	0	0	1	1	0	0.6680950000000003	0	-0.7226505521983746	-0.8574603414121947	0	No data	No data	0	1	-1
GATAD2A	0.25706141662306425	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4228465108742343	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.4006300000000003	No data	-0.8850802250468848	No data	0	No data	No data	0	-1	-1
ZNF227	0.25706141662306425	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4228465108742343	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	No data	No data	0.020108355907480835	No data	0	No data	No data	0	-1	-1
TUBB	0.25652093313801977	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42043762958789455	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	1	0	0	1	1	0	1	1	-0.7677641175244843	No data	-1	No data	No data	-0.9380624999999998	-1	-1
MMP26	0.25559725499974106	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42043807618220114	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	1	0	No data	No data	0.730256303396541	No data	0	No data	No data	0	1	1
CDC42EP1	0.2555970727078347	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4204377763258572	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	0.7740154198791416	-0.8261388879235961	0	No data	No data	0	-1	-1
PPP2R5E	0.25559698350130805	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42043762958789455	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9892949999999999	No data	-0.9769743696603459	-0.19734394579047826	0	No data	No data	-0.4539625000000001	-1	-1
LRRTM4	0.25529953360858154	0.4199483471006525	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.7288150000000002	No data	-0.4382162950614712	No data	0	No data	No data	0	0.75	0.5
TBX22	0.25521589597352484	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.41981076954184926	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.7600541779537404	-0.6659644544777573	0	No data	No data	0	0.75	0.5
STK11IP	0.25427885701780895	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.41766148081435933	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0	No data	-0.0668889351948323	No data	0	No data	No data	0	-1	-1
CYTH1	0.25407357834780137	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.41489208979919656	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	1	0	0	0	0	0.6482399999999998	0	-0.9638466347155658	0	0	No data	No data	-0.5917075	-1	-1
CACNB1	0.2539092771631242	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.41766148081435933	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.8578600000000002	No data	-0.6582621379454052	-0.5260495060536793	0	No data	No data	-0.16805999999999982	0.75	0
FARS2	0.2539092771631242	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.41766148081435933	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	1	1	0.25720499999999974	No data	0.29537403625755365	-0.6523421050099037	0	No data	No data	0	-1	-1
PEX13	0.2539090948675231	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.41766118095193777	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.565755	No data	0.13117316107522403	-0.7759520304205592	0	No data	No data	No data	-1	-1
MPV17L2	0.2539090948675231	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.41766118095193777	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.6359658262137946	-0.037721630733453804	0	No data	No data	0	-1	-1
DNAI2	0.2539090948675231	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.41766118095193777	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.23967000000000027	No data	0.09001875390706404	-0.7642504551589548	0	No data	No data	0	0.75	0.5
MCCC2	0.25390900371987785	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4176610310209824	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.44049499999999997	No data	-0.016774327984996895	-0.4911516266845048	0	No data	No data	0	0.5	-1
AGTR1	0.2537184510147579	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.41213034533177884	No data	No data	No data	No data	No data	0.09227129602976897	0.027165427067283792	No data	1	0	0	1	1	0	0.7214500000000001	No data	0.49499895811627415	-0.9648679303323667	0	-1	No data	0	0.5	0
TPM1	0.25271313233009807	0.41402210369758663	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03343619386863916	No data	No data	No data	0	0	0	0	0	0.5774650000000001	No data	-0.15774119608251724	-0.9066907281848465	0	No data	No data	-0.7799299999999999	0.5	-1
TSGA10	0.2522256790743779	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.41489208979919656	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.6167951656595124	0	0	No data	No data	0	1	0
YWHAB	0.2522256790743779	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.41489208979919656	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9390250000000002	No data	-0.8374661387789123	-0.26691729925385765	0	No data	No data	-0.6747975	-1	-1
COPG2	0.2522256790743779	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.41489208979919656	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.87945	No data	-0.1205459470723067	No data	0	No data	No data	-0.5235350000000001	-1	-1
MAN1A1	0.2522255860997763	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4148919368630368	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5329250000000002	No data	-0.5457386955615753	No data	0	No data	No data	-0.016080000000000004	0.5	-1
IKBKB	0.2512995876679358	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.40937624384759064	No data	No data	No data	No data	No data	0.07984991818003496	No data	No data	0.75	0	0	1	1	0	0.6296300000000002	1	-0.7709939570743904	-0.9196490980060448	0	-1	-1	0	-1	-1
CRHR1	0.25084345987463025	0.41057934295481385	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04078202433977958	No data	No data	0.75	1	0	1	1	0	0.8795200000000001	0	-0.24223796624296734	-0.7898518921460559	0	No data	No data	-0.21084250000000004	0.75	0.5
UTP15	0.2506151491174761	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4122428903126283	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.46910999999999986	No data	-0.9736403417378621	No data	-1	No data	No data	No data	0.5	-1
L3MBTL4	0.24971189565919305	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.41075710696058937	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	1	0	0.0472299999999997	No data	-0.07522400500104187	No data	0	No data	No data	0	-1	0
SLC39A7	0.24887251561546536	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4093763905253876	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.3070349999999998	No data	-0.3615336528443426	-0.5716940165100484	-1	No data	No data	0	-1	-1
